"fbgn","symbol","chrom","start","stop","y","sig.tally","sig.expression.tally","sig.genotype.effect.tally","sig.interaction.effect.tally","dge.genotype.q","dge.interaction.q","illumina.genotype.pq","illumina.interaction.pq","dgrc.genotype.q","dgrc.interaction.q","min.deletion.q","min.deletion.interaction.q","binding.p","binding.interaction.p","max.bcshort.freq","inconsistent.expression.effects"
"FBgn0036135","mRpL2","3L",11113959,11115141,0.7,2,0,1,1,0.102373114495024,NA,NA,NA,0.431976778464432,0.588562324734351,0.0355254706558432,2.29729492137684e-11,0.158,0.094,0.443589743589744,NA
"FBgn0014368","nol","3L",11123935,11124506,0.1,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.262,0.254,0.413127413127413,NA
"FBgn0052074","CG32074","3L",11125088,11125549,0.2,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.203,0.19,0.404347826086957,NA
"FBgn0036138","CG14143","3L",11128097,11128441,0.3,2,0,1,1,NA,NA,NA,NA,0.46878315554241,0.672329208000195,0.0355254706558432,2.29729492137684e-11,0.342,0.268,0.414634146341463,NA
"FBgn0036142","CG7616","3L",11162898,11165511,0.8,2,0,1,1,1,NA,NA,NA,0.369897194384561,0.443071595722864,0.0355254706558432,2.29729492137684e-11,0.539,0.916,0.546296296296296,NA
"FBgn0036143","CG14142","3L",11166614,11169992,0.9,2,0,1,1,1,NA,NA,NA,0.421134766516878,0.422420921984343,0.0355254706558432,2.29729492137684e-11,0.657,0.915,0.59963768115942,NA
"FBgn0036144","GlcAT-P","3L",11170054,11190634,0.1,2,0,1,1,0.115976663318155,NA,NA,NA,0.166581769745641,0.433512911491386,0.0355254706558432,2.29729492137684e-11,0.632,0.963,0.635977337110482,NA
"FBgn0036147","Plod","3L",11191266,11199146,0.2,2,0,1,1,0.156477324389558,1,NA,NA,0.354737106527905,0.161342694032921,0.0355254706558432,2.29729492137684e-11,0.11,0.289,0.622641509433962,NA
"FBgn0036152","CG6175","3L",11281022,11287887,0.1,2,0,1,1,1,NA,NA,NA,0.540378796722474,0.572200998925863,0.0355254706558432,2.29729492137684e-11,0.284,0.343,0.588366890380313,NA
"FBgn0036154","CG6168","3L",11313762,11314819,0.3,2,0,1,1,1,NA,NA,NA,0.34942294552631,0.736165398588866,0.0355254706558432,2.29729492137684e-11,0.244,0.15,0.54775828460039,NA
"FBgn0036155","CG6163","3L",11355086,11357985,0.4,2,0,1,1,0.0905973857267541,1,NA,NA,0.453871120062683,0.729209098553451,0.0355254706558432,2.29729492137684e-11,0.652,0.522,0.511335012594458,NA
"FBgn0261813","CG42755","3L",11376484,11377323,0.5,2,0,1,1,0.383264653901823,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.348,0.337,0.399209486166008,NA
"FBgn0036156","CG11726","3L",11387790,11388773,0.6,2,0,1,1,NA,NA,NA,NA,0.323917678261324,0.4685408839409,0.0355254706558432,2.29729492137684e-11,0.902,0.802,0.421311475409836,NA
"FBgn0036157","CG7560","3L",11418250,11419495,0.7,2,0,1,1,0.253852689040538,NA,NA,NA,0.528037101576617,0.601963556123236,0.0355254706558432,2.29729492137684e-11,0.672,0.464,0.462212486308872,NA
"FBgn0036158","CG6149","3L",11427857,11428561,0.8,2,0,1,1,1,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.512,0.361,0.472324723247232,NA
"FBgn0036159","CG7557","3L",11438261,11439671,0.9,2,0,1,1,NA,NA,NA,NA,0.56239733369671,0.70684508603485,0.0355254706558432,2.29729492137684e-11,0.595,0.547,0.470238095238095,NA
"FBgn0036160","CG12289","3L",11450176,11451570,0.1,2,0,1,1,NA,NA,NA,NA,0.238785275391556,0.505904947301974,0.0355254706558432,2.29729492137684e-11,0.548,0.654,0.493411420204978,NA
"FBgn0036161","CG7551","3L",11451590,11452725,0.2,2,0,1,1,1,NA,NA,NA,0.645676117641728,0.617162088746301,0.0355254706558432,2.29729492137684e-11,0.572,0.559,0.501479289940828,NA
"FBgn0036162","CG6140","3L",11456665,11458407,0.3,2,0,1,1,1,NA,NA,NA,0.640745604446941,0.513797703621037,0.0355254706558432,2.29729492137684e-11,0.41,0.571,0.486356340288925,NA
"FBgn0028667","Vha16-3","3L",11466391,11467072,0.4,2,0,1,1,0.573216705281624,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.36,0.362,0.447080291970803,NA
"FBgn0028668","Vha16-2","3L",11468058,11468652,0.5,2,0,1,1,NA,NA,NA,NA,0.542112328204464,0.735334677512642,0.0355254706558432,2.29729492137684e-11,0.408,0.594,0.421760391198044,NA
"FBgn0036165","chrb","3L",11480660,11490429,0.6,2,0,1,1,0.24394934222244,NA,NA,NA,0.231819086135074,0.647776989001108,0.0355254706558432,2.29729492137684e-11,0.678,0.677,0.619047619047619,NA
"FBgn0053500","CG33500","3L",11501737,11502003,0.7,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.631,0.535,0.536363636363636,NA
"FBgn0003377","Sgs7","3L",11502961,11503347,0.9,2,0,1,1,NA,NA,NA,NA,0.523917380087231,0.0541290113150922,0.0355254706558432,2.29729492137684e-11,0.805,0.705,0.512269938650307,NA
"FBgn0053272","CG33272","3L",11503423,11503689,0.1,2,0,1,1,NA,NA,NA,NA,0.518170527585179,0.580121819922163,0.0355254706558432,2.29729492137684e-11,0.713,0.63,0.512269938650307,NA
"FBgn0036168","CG7512","3L",11506667,11512004,0.3,2,0,1,1,0.573216705281624,NA,NA,NA,0.635982752029474,0.737071149407562,0.0355254706558432,2.29729492137684e-11,0.431,0.498,0.517467248908297,NA
"FBgn0036169","Fuca","3L",11511898,11513921,0.4,2,0,1,1,0.573216705281624,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.763,0.716,0.514344262295082,NA
"FBgn0036170","CG11714","3L",11514111,11515813,0.5,2,0,1,1,0.835884850809433,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.582,0.865,0.464,NA
"FBgn0263569","mir-4968","3L",11545639,11545793,0.7,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.318,0.326,0.448637316561845,NA
"FBgn0053490","CG33490","3L",11565897,11567763,0.1,2,0,1,1,NA,NA,NA,NA,0.302767534925372,0.63443580865728,0.0355254706558432,2.29729492137684e-11,0.93,0.978,0.443181818181818,NA
"FBgn0053489","CG33489","3L",11567864,11570144,0.2,2,0,1,1,1,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.334,0.341,0.443181818181818,NA
"FBgn0053271","CG33271","3L",11570106,11570595,0.3,2,0,1,1,NA,NA,NA,NA,0.301216072832424,0.607991378647812,0.0355254706558432,2.29729492137684e-11,0.358,0.757,0.443181818181818,NA
"FBgn0053270","CG33270","3L",11571336,11571723,0.4,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.136,0.145,0.443181818181818,NA
"FBgn0263247","CG43390","3L",11572843,11573050,0.5,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.157,0.135,0.452525252525253,NA
"FBgn0263248","CG43391","3L",11573929,11574119,0.6,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.065,0.079,0.5,NA
"FBgn0053269","CG33269","3L",11574515,11575297,0.7,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.058,0.18,0.5,NA
"FBgn0052086","CG32086","3L",11575501,11577164,0.8,2,0,1,1,NA,NA,NA,NA,0.245485360592189,0.37753496897018,0.0355254706558432,2.29729492137684e-11,0.128,0.126,0.555555555555556,NA
"FBgn0036176","CG7377","3L",11582795,11583079,0.1,2,0,1,1,NA,NA,NA,NA,0.647213451973823,0.438629582549868,0.0355254706558432,2.29729492137684e-11,0.853,0.631,0.460431654676259,NA
"FBgn0036177","CG33268","3L",11584038,11584322,0.2,2,0,1,1,NA,NA,NA,NA,0.575161959710326,0.563313078079297,0.0355254706558432,2.29729492137684e-11,0.753,0.969,0.479289940828402,NA
"FBgn0036179","CG7368","3L",11590302,11598474,0.3,2,0,1,1,NA,NA,NA,NA,0.225824454940187,0.456138859568314,0.0355254706558432,2.29729492137684e-11,0.597,0.519,0.473404255319149,NA
"FBgn0036178","CG14137","3L",11592736,11593047,0.4,2,0,1,1,NA,NA,NA,NA,0.211765571692341,0.474042584072921,0.0355254706558432,2.29729492137684e-11,0.662,0.772,0.449567723342939,NA
"FBgn0036184","PCID2","3L",11619540,11620820,0.1,2,0,1,1,0.056030208303882,0.0849379037174529,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.141,0.078,0.5152,NA
"FBgn0263632","mir-3642","3L",11622605,11622680,0.3,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.777,0.651,0.531746031746032,NA
"FBgn0052091","CG32091","3L",11624495,11636004,0.4,2,0,1,1,0.573216705281624,NA,NA,NA,0.579109940892157,0.552136389372772,0.0355254706558432,2.29729492137684e-11,0.619,0.602,0.523809523809524,NA
"FBgn0036186","CG6071","3L",11636043,11639133,0.5,2,0,1,1,0.0853282873525555,NA,NA,NA,0.132853544335217,0.268571298131244,0.0355254706558432,2.29729492137684e-11,0.776,0.896,0.492105263157895,NA
"FBgn0036188","CG7339","3L",11641884,11642967,0.7,2,0,1,1,0.512456830365874,NA,0.400578129117897,0.59701233598195,0.0508348337061712,0.751098455464945,0.0355254706558432,2.29729492137684e-11,0.329,0.493,0.453333333333333,NA
"FBgn0052085","CG32085","3L",11643600,11673440,0.8,2,0,1,1,1,NA,NA,NA,0.203021807268282,0.146007424761449,0.0355254706558432,2.29729492137684e-11,0.231,0.105,0.53185595567867,NA
"FBgn0262437","mir-274","3L",11650018,11650117,0.9,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.262,0.382,0.471428571428571,NA
"FBgn0036192","pallidin","3L",11682731,11684499,0.3,2,0,1,1,0.102373114495024,NA,NA,NA,0.626646444844242,0.71130718055222,0.0355254706558432,2.29729492137684e-11,0.26,0.173,0.461538461538462,NA
"FBgn0036194","CG11652","3L",11686979,11690086,0.5,2,0,1,1,0.102373114495024,NA,NA,NA,0.537887776495555,0.340927607313095,0.0355254706558432,2.29729492137684e-11,0.617,0.511,0.455337690631808,NA
"FBgn0036195","CG6053","3L",11690226,11692363,0.6,2,0,1,1,1,1,NA,NA,0.641689603425993,0.373640346929629,0.0355254706558432,2.29729492137684e-11,0.837,0.795,0.470103092783505,NA
"FBgn0261353","CG42630","3L",11702030,11703670,0.9,2,0,1,1,0.835884850809433,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.091,0.07,0.559792027729636,NA
"FBgn0036198","crim","3L",11703607,11704472,0.1,2,0,1,1,NA,NA,NA,NA,0.577157148871433,0.73494735522707,0.0355254706558432,2.29729492137684e-11,0.16,0.17,0.559792027729636,NA
"FBgn0040817","CG14132","3L",11705329,11708382,0.2,2,0,1,1,NA,NA,NA,NA,0.0805304000486019,0.192853848011748,0.0355254706558432,2.29729492137684e-11,0.22,0.346,0.55685618729097,NA
"FBgn0036199","Bmcp","3L",11714020,11721218,0.3,2,0,1,1,0.723031050710377,NA,NA,NA,0.392104520711901,0.498079956840147,0.0355254706558432,2.29729492137684e-11,0.217,0.254,0.605042016806723,NA
"FBgn0052088","CG32088","3L",11721517,11725041,0.4,2,0,1,1,0.573216705281624,NA,NA,NA,0.146763723468827,0.668223291519898,0.0355254706558432,2.29729492137684e-11,0.351,0.235,0.611111111111111,NA
"FBgn0052087","CG32087","3L",11725244,11726712,0.5,2,0,1,1,1,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.777,0.673,0.575555555555556,NA
"FBgn0036202","CG6024","3L",11726689,11759282,0.6,2,0,1,1,1,NA,NA,NA,0.236981060472204,0.224133921032442,0.0355254706558432,2.29729492137684e-11,0.675,0.673,0.603801169590643,NA
"FBgn0041231","Gr68a","3L",11744405,11745574,0.7,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.62,0.806,0.603801169590643,NA
"FBgn0036203","Muc68D","3L",11760399,11765244,0.8,2,0,1,1,1,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.638,0.748,0.5,NA
"FBgn0262396","mir-314","3L",11766112,11766201,0.9,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.865,0.976,0.466666666666667,NA
"FBgn0262291","mir-956","3L",11766831,11766978,0.1,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.839,0.928,0.466666666666667,NA
"FBgn0036204","Tim13","3L",11767160,11767601,0.2,2,0,1,1,0.383264653901823,NA,NA,NA,0.5301643433443,0.6401708567683,0.0355254706558432,2.29729492137684e-11,0.805,0.995,0.466666666666667,NA
"FBgn0015278","Pi3K68D","3L",11767750,11783108,0.3,2,0,1,1,0.253852689040538,NA,0.438520676912263,0.522437997989637,0.49900270525307,0.228519224109124,0.0355254706558432,2.29729492137684e-11,0.383,0.37,0.625,NA
"FBgn0036205","CG14131","3L",11770173,11773585,0.4,2,0,1,1,1,NA,NA,NA,0.604688991944807,0.614729674200978,0.0355254706558432,2.29729492137684e-11,0.736,0.866,0.625,NA
"FBgn0036206","CG5964","3L",11783312,11786383,0.5,2,0,1,1,0.1931198138343,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.237,0.235,0.629310344827586,NA
"FBgn0036207","CG10907","3L",11786644,11788521,0.6,2,0,1,1,0.0925514828394011,NA,NA,NA,0.242945992736891,0.449612910661826,0.0355254706558432,2.29729492137684e-11,0.289,0.234,0.629310344827586,NA
"FBgn0004381","Klp68D","3L",11788710,11791980,0.7,2,0,1,1,0.0574165324694486,NA,NA,NA,0.581665578355748,0.70444391000878,0.0355254706558432,2.29729492137684e-11,0.2,0.258,0.642458100558659,NA
"FBgn0036208","CG10361","3L",11792044,11793956,0.8,2,0,1,1,NA,NA,NA,NA,0.549290119411107,0.589456896911729,0.0355254706558432,2.29729492137684e-11,0.197,0.217,0.653333333333333,NA
"FBgn0052093","tRNA:CR32093","3L",11794571,11794642,0.9,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.18,0.208,0.653333333333333,NA
"FBgn0259140","CG42255","3L",11795185,11807855,0.1,2,0,1,1,1,NA,NA,NA,NA,NA,0.0355254706558432,2.29729492137684e-11,0.192,0.196,0.653333333333333,NA
"FBgn0036210","CG14130","3L",11808579,11809810,0.2,2,0,1,1,0.158936255260212,NA,NA,NA,0.549550472201536,0.753538356541523,0.0355254706558432,2.29729492137684e-11,0.619,0.615,0.527272727272727,NA
"FBgn0083015","snoRNA:Psi18S-920","3L",11816084,11816224,0.6,2,0,1,1,NA,NA,NA,NA,NA,NA,2.52077891103228e-14,2.29729492137684e-11,0.428,0.375,0.566666666666667,NA
"FBgn0052095","CG32095","3L",11817307,11818773,0.7,2,0,1,1,0.162693473404748,NA,NA,NA,NA,NA,2.52077891103228e-14,2.29729492137684e-11,0.323,0.272,0.570247933884298,NA
"FBgn0036214","CG7264","3L",11822130,11823944,0.9,2,0,1,1,NA,NA,NA,NA,0.530480846837919,0.610531924653635,2.52077891103228e-14,2.29729492137684e-11,0.324,0.394,0.555276381909548,NA
"FBgn0262366","CG43064","3L",11828293,11829821,0.1,2,0,1,1,NA,NA,NA,NA,NA,NA,2.52077891103228e-14,0.00389155053376256,0.705,0.715,0.550824175824176,NA
"FBgn0040816","CG12521","3L",11840435,11840903,0.2,2,0,1,1,1,NA,NA,NA,0.429845551300531,0.444199033678267,2.52077891103228e-14,0.00389155053376256,0.679,0.83,0.518227305218013,NA
"FBgn0085449","CG34420","3L",11843745,11856547,0.3,2,0,1,1,1,NA,NA,NA,NA,NA,2.52077891103228e-14,0.00389155053376256,0.261,0.178,0.549846625766871,NA
"FBgn0036217","CG5906","3L",11863544,11864405,0.4,2,0,1,1,NA,NA,NA,NA,0.617946262189494,0.583573522012527,2.52077891103228e-14,0.00389155053376256,0.167,0.213,0.503968253968254,NA
"FBgn0036218","CG14128","3L",11872215,11874282,0.5,2,0,1,1,NA,NA,NA,NA,0.64950879252736,0.51731484193342,2.52077891103228e-14,0.00389155053376256,0.171,0.319,0.58974358974359,NA
"FBgn0036219","CG14127","3L",11874484,11876646,0.6,2,0,1,1,NA,NA,NA,NA,NA,NA,2.52077891103228e-14,0.00389155053376256,0.203,0.482,0.58974358974359,NA
"FBgn0036220","CG5897","3L",11880359,11883772,0.7,2,0,1,1,NA,NA,NA,NA,0.377910973397847,0.712446881692493,2.52077891103228e-14,0.00389155053376256,0.225,0.397,0.579545454545455,NA
"FBgn0263615","CR43624","3L",11891705,11893531,0.8,2,0,1,1,NA,NA,NA,NA,NA,NA,2.52077891103228e-14,0.00389155053376256,0.248,0.35,0.530612244897959,NA
"FBgn0036221","CG11588","3L",11914666,11915551,0.9,2,0,1,1,1,NA,NA,NA,0.399912377089732,0.700239987592435,2.52077891103228e-14,0.00389155053376256,0.537,0.743,0.51487414187643,NA
"FBgn0036222","CG5718","3L",11915703,11917857,0.1,2,0,1,1,NA,NA,NA,NA,0.117056329735689,0.335593197483285,2.52077891103228e-14,0.00389155053376256,0.611,0.716,0.539325842696629,NA
"FBgn0011723","byn","3L",11924481,11928831,0.2,2,0,1,1,0.383264653901823,NA,NA,NA,0.64885825927015,0.643397400862928,2.52077891103228e-14,0.00389155053376256,0.429,0.626,0.546599496221662,NA
"FBgn0036223","CG14126","3L",11929550,11931440,0.3,2,0,1,1,NA,NA,NA,NA,0.135053174433772,0.246448038715982,2.52077891103228e-14,0.00389155053376256,0.137,0.297,0.530405405405405,NA
"FBgn0036224","Rpt4R","3L",11935123,11936589,0.4,2,0,1,1,1,NA,NA,NA,0.618085321085971,0.440198965547497,2.52077891103228e-14,0.00389155053376256,0.135,0.082,0.538216560509554,NA
"FBgn0036225","CG5883","3L",11936748,11937946,0.5,2,0,1,1,NA,NA,NA,NA,0.635764356181817,0.454800046697544,2.52077891103228e-14,0.00389155053376256,0.247,0.233,0.538216560509554,NA
"FBgn0262401","mir-285","3L",11939193,11939291,0.6,2,0,1,1,NA,NA,NA,NA,NA,NA,2.52077891103228e-14,0.00389155053376256,0.917,0.892,0.524173027989822,NA
"FBgn0036226","CG7252","3L",11940786,11942348,0.7,2,0,1,1,NA,NA,NA,NA,0.32216739843542,0.521518335457925,2.52077891103228e-14,0.00389155053376256,0.12,0.13,0.539518900343643,NA
"FBgn0036228","obst-G","3L",11945401,11946417,0.9,2,0,1,1,1,NA,NA,NA,0.315371610305701,0.643775233763616,2.52077891103228e-14,0.00389155053376256,0.102,0.114,0.564356435643564,NA
"FBgn0036229","CG7248","3L",11947186,11949880,0.1,2,0,1,1,NA,NA,NA,NA,0.283119338677959,0.437710124797961,2.52077891103228e-14,0.00389155053376256,0.144,0.081,0.577380952380952,NA
"FBgn0036230","CG11570","3L",11949808,11950865,0.2,2,0,1,1,NA,NA,NA,NA,0.572691435797311,0.752154448220016,2.52077891103228e-14,0.00389155053376256,0.57,0.422,0.577380952380952,NA
"FBgn0262986","CG43294","3L",11951391,11952009,0.3,2,0,1,1,0.383264653901823,NA,NA,NA,NA,NA,2.52077891103228e-14,0.00389155053376256,0.94,0.933,0.546296296296296,NA
"FBgn0028573","prc","3L",11951973,11959231,0.4,2,0,1,1,0.835884850809433,NA,NA,NA,0.307681526265771,0.534608325868793,2.52077891103228e-14,0.00389155053376256,0.744,0.575,0.546296296296296,NA
"FBgn0259748","CG42397","3L",11966185,11966890,0.6,2,0,1,1,NA,NA,NA,NA,NA,NA,2.52077891103228e-14,0.00389155053376256,0.099,0.249,NA,NA
"FBgn0036232","CG14125","3L",11968005,11968910,0.7,2,0,1,1,1,NA,NA,NA,0.552781348512039,0.656265667185006,2.52077891103228e-14,0.00389155053376256,0.068,0.123,NA,NA
"FBgn0036233","CG6947","3L",11969214,11974030,0.8,2,0,1,1,0.835884850809433,NA,NA,NA,0.329441393632223,0.389134814257056,2.52077891103228e-14,0.00389155053376256,0.065,0.112,0.603174603174603,NA
"FBgn0036234","CG17824","3L",11974228,11976642,0.9,2,0,1,1,1,NA,NA,NA,0.61731266277113,0.696698597161434,2.52077891103228e-14,0.00389155053376256,0.431,0.302,0.603174603174603,NA
"FBgn0036235","CG6938","3L",11979074,11983444,0.1,2,0,1,1,0.383264653901823,NA,NA,NA,0.135568833803157,0.561898078583566,2.52077891103228e-14,0.00389155053376256,0.854,0.755,0.631578947368421,NA
"FBgn0036236","CG6931","3L",11983844,11985101,0.2,2,0,1,1,NA,NA,NA,NA,0.326371186630634,0.70038550027896,2.52077891103228e-14,0.00389155053376256,0.486,0.558,0.631578947368421,NA
"FBgn0036239","Pop2","3L",11991498,11996013,0.5,2,0,1,1,0.183325372468187,NA,NA,NA,0.171207321114844,0.289072912615504,2.52077891103228e-14,0.00389155053376256,0.579,0.62,0.519125683060109,NA
"FBgn0036242","CG6793","3L",12035510,12037265,0.8,2,0,1,1,0.835884850809433,NA,NA,NA,0.263003407678352,0.53649132934088,2.52077891103228e-14,0.00389155053376256,0.25,0.125,0.544895448954489,NA
"FBgn0250876","Sema-5c","3L",12060611,12074927,0.9,2,0,1,1,0.383264653901823,NA,NA,NA,NA,NA,2.52077891103228e-14,0.00389155053376256,0.182,0.108,0.565096952908587,NA
"FBgn0036258","CG5642","3L",12136542,12139215,0.5,2,2,1,1,9.76461743908092e-05,NA,NA,NA,0.244138026455711,0.0178226040709907,0.118284905366716,0.0643254471766963,0.902,0.952,0.479768786127168,0
"FBgn0027843","CAH2","3L",12172979,12176455,0.1,2,2,1,1,0.0399223501108863,0.000490104831035631,NA,NA,NA,NA,0.118284905366716,0.0643254471766963,0.936,0.975,0.54251012145749,0
"FBgn0052100","CG32100","3L",12260645,12262903,0.1,2,2,1,1,0.000419647018746364,0.00787962810561291,NA,NA,0.138220049265631,0.217547948701747,0.118284905366716,0.0643254471766963,0.258,0.255,0.530035335689046,0
"FBgn0036273","CG10426","3L",12270793,12274576,0.4,2,0,1,1,0.156477324389558,NA,NA,NA,0.455463773916184,0.40434930726639,0.0150911733392686,0.0118639099802004,0.618,0.594,0.55607476635514,NA
"FBgn0052105","CG32105","3L",12322336,12329006,0.6,2,0,1,1,NA,NA,NA,NA,0.403752874213041,0.618283916641068,0.0150911733392686,0.0118639099802004,0.305,0.169,0.509727626459144,NA
"FBgn0036277","CG10418","3L",12329776,12330336,0.7,2,0,1,1,0.362632885690151,NA,NA,NA,0.137104925362649,0.614490599021859,0.0150911733392686,0.0118639099802004,0.59,0.467,0.509727626459144,NA
"FBgn0036278","GRHRII","3L",12332216,12344640,0.8,2,0,1,1,0.835884850809433,NA,NA,NA,0.586267049887523,0.664812233913115,0.0150911733392686,0.0118639099802004,0.799,0.764,0.491176470588235,NA
"FBgn0011279","Pbprp1","3L",12389271,12390057,0.2,2,0,1,1,0.101208781868084,NA,NA,NA,NA,NA,0.0150911733392686,0.0118639099802004,0.45,0.45,0.466666666666667,NA
"FBgn0000625","eyg","3L",12456132,12461121,0.7,2,0,1,1,0.573216705281624,NA,NA,NA,0.0878549891079972,0.718022963376579,0.0150911733392686,0.0118639099802004,0.257,0.157,0.420654911838791,NA
"FBgn0052102","CG32102","3L",12462172,12462884,0.8,2,0,1,1,1,NA,NA,NA,NA,NA,0.0150911733392686,0.0118639099802004,0.283,0.152,0.381756756756757,NA
"FBgn0036287","CG10663","3L",12468107,12478054,0.1,2,0,1,1,0.835884850809433,NA,NA,NA,0.152514022100912,0.639631518720239,0.0150911733392686,0.0118639099802004,0.109,0.109,0.412568306010929,NA
"FBgn0036289","CG10657","3L",12484925,12490298,0.4,2,0,1,1,0.383264653901823,NA,NA,NA,0.300434394993033,0.443071595722864,0.0150911733392686,0.0118639099802004,0.112,0.072,0.414556962025316,NA
"FBgn0036291","CG10681","3L",12494613,12495747,0.6,2,0,1,1,0.573216705281624,NA,NA,NA,0.194051019185839,0.528547099346637,0.0150911733392686,0.0118639099802004,0.823,0.838,0.443223443223443,NA
"FBgn0036292","CG10646","3L",12495566,12497009,0.7,2,0,1,1,0.531331204148596,0.271191641449785,NA,NA,0.610753431549047,0.727520127045804,0.0150911733392686,0.0118639099802004,0.903,0.948,0.443223443223443,NA
"FBgn0027936","vih","3L",12497387,12498921,0.8,2,0,1,1,0.33726163683415,NA,NA,NA,0.538311612994813,0.316720178583863,0.0150911733392686,0.0118639099802004,0.745,0.788,0.397003745318352,NA
"FBgn0036294","CG10654","3L",12498869,12500810,0.9,2,0,1,1,0.162693473404748,NA,NA,NA,0.538029233658193,0.432254592896383,0.0150911733392686,0.0118639099802004,0.509,0.652,0.488235294117647,NA
"FBgn0036301","CG4069","3L",12528524,12530410,0.1,2,0,1,1,0.0905973857267541,NA,NA,NA,NA,NA,0.0150911733392686,0.00820479435237389,0.082,0.052,0.371517027863777,NA
"FBgn0263587","CR43612","3L",12534810,12536053,0.3,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0150911733392686,0.00820479435237389,0.101,0.462,0.366515837104072,NA
"FBgn0263379","CR43431","3L",12642964,12646190,0.7,2,0,1,1,NA,NA,NA,NA,NA,NA,0.0150911733392686,1.78718794615664e-07,0.437,0.519,0.561855670103093,NA
"FBgn0261933","SmD1","3L",12726459,12727708,0.9,2,1,1,1,1.95793045058097e-06,NA,NA,NA,NA,NA,0.132044672799799,1.78718794615664e-07,0.792,0.629,0.511111111111111,0
"FBgn0014007","Ptp69D","3L",12728049,12734668,0.1,2,1,1,1,4.79363619035143e-05,NA,NA,NA,0.620782621112601,0.422226263493738,0.132044672799799,1.78718794615664e-07,0.581,0.477,0.526717557251908,0
"FBgn0010235","Klc","3L",12739716,12743156,0.4,2,1,1,1,0.00823661984811509,NA,NA,NA,0.536590337743573,0.527966880155328,0.132044672799799,1.78718794615664e-07,0.165,0.49,0.552486187845304,0
"FBgn0036305","CG10984","3L",12743219,12746502,0.5,2,1,1,1,0.00482183295880528,NA,NA,NA,0.511839584247599,0.693124111475522,0.132044672799799,1.78718794615664e-07,0.218,0.437,0.565217391304348,0
"FBgn0036306","CG10973","3L",12746332,12747857,0.6,2,1,1,1,3.47808494760576e-05,NA,NA,NA,0.585150516335752,0.530462491443739,0.132044672799799,1.78718794615664e-07,0.396,0.581,0.565217391304348,0
"FBgn0052113","CG32113","3L",12748246,12761661,0.7,2,1,1,1,1.30795416507594e-08,NA,NA,NA,0.319154969505403,0.510576513862621,0.132044672799799,1.78718794615664e-07,0.386,0.678,0.58,0
"FBgn0036309","Hip1","3L",12761532,12766669,0.8,2,1,1,1,0.0294937488761198,NA,NA,NA,0.14175087112119,0.535697313842926,0.132044672799799,1.78718794615664e-07,0.541,0.87,0.471337579617834,0
"FBgn0260945","Atg1","3L",12777529,12798214,0.3,2,1,1,1,6.29040192220648e-05,NA,NA,NA,NA,NA,0.132044672799799,1.78718794615664e-07,0.429,0.436,0.535315985130111,0
"FBgn0052110","CG32110","3L",12801821,12803196,0.6,2,1,1,1,7.12196890787262e-06,NA,NA,NA,NA,NA,0.192639765119199,0.00820479435237389,0.265,0.115,0.610421836228288,0
"FBgn0036314","CG10754","3L",12806128,12807103,0.7,2,1,1,1,0.000220388831597523,NA,NA,NA,0.256318066823594,0.14563263694295,0.192639765119199,0.00820479435237389,0.374,0.267,0.572425828970332,0
