gene,llr.sam,llr.ore,llr.diff,gc,size,empirical.p,empirical.p.sam,empirical.p.ore,empirical.q.sam,empirical.q.ore,empirical.q
FBgn0037755,0.00342511,0.00316423,0.00026088,0.461218650811,22369,0.833,0.667,0.677,0.998773974595171,0.998845986788526,0.998516850418328
FBgn0053648,0.00310904,0.00297335,0.00013569,0.406879559399,20699,0.839,0.631,0.637,0.998558072487644,0.998845986788526,0.998516850418328
FBgn0053645,0.00463535,0.00524879,0.00061344,0.378583228063,20582,0.72,0.591,0.544,0.998558072487644,0.997780642923219,0.998516850418328
FBgn0033725,0.0148025,0.10263,0.0878275,0.424079688177,23090,0.084,0.454,0.2,0.997872806401797,0.995700153767299,0.998516850418328
FBgn0038460,0.0801581,0.0402605,0.0398976,0.41951858523,24428,0.184,0.207,0.277,0.995301988178399,0.997168459245821,0.998516850418328
FBgn0053422,0.449749,0.438461,0.011288,0.425896493494,20134,0.32,0.066,0.07,0.992682926829268,0.993931506849315,0.998516850418328
FBgn0038337,0.287085,0.21338,0.073705,0.437497424061,24263,0.107,0.11,0.135,0.994050955414013,0.995700153767299,0.998516850418328
FBgn0032636,0.00121867,0.00190886,0.00069019,0.39575166378,21938,0.702,0.81,0.766,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0038454,0.0186458,0.000139107,0.018506693,0.433591100258,22113,0.25,0.398,0.913,0.997872806401797,0.999491150442478,0.998516850418328
FBgn0003600,0.0275787,0.0376192,0.0100405,0.469420516836,25540,0.302,0.327,0.284,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0015230,0.230187,0.514228,0.284041,0.43059137804,21712,0.017,0.106,0.048,0.994050955414013,0.984784741144414,0.993993399339934
FBgn0053423,0.450596,0.439288,0.011308,0.425846826264,20134,0.318,0.063,0.066,0.992682926829268,0.993931506849315,0.998516850418328
FBgn0053424,0.449983,0.438689,0.011294,0.425896493494,20134,0.318,0.065,0.068,0.992682926829268,0.993931506849315,0.998516850418328
FBgn0263603,0.212001,0.183445,0.028556,0.456071650124,25792,0.203,0.129,0.14,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0263604,0.00641297,0.00542733,0.000985639999999999,0.435155984668,20611,0.633,0.506,0.524,0.998558072487644,0.997780642923219,0.998516850418328
FBgn0038380,9.46044e-05,7.43246e-07,9.3861154e-05,0.39806892596,20921,0.905,0.94,0.99,0.999263237104939,0.999629513028334,0.999306912442396
FBgn0053339,0.0334526,0.0110604,0.0223922,0.460153635892,21219,0.236,0.362,0.452,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0053425,0.448649,0.437164,0.011485,0.425697824575,20134,0.315,0.069,0.074,0.992682926829268,0.993931506849315,0.998516850418328
FBgn0053426,3.06173,3.10824,0.0465100000000001,0.424356809377,20134,0.135,0.007,0.007,0.988123359580053,0.980854406130268,0.998516850418328
FBgn0033876,0.205642,0.294431,0.088789,0.422210431801,24502,0.101,0.145,0.122,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0038234,0.000491932,0.00106727,0.000575338,0.415798319328,20825,0.717,0.859,0.786,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0032464,0.114482,0.159686,0.045204,0.433622029758,22515,0.142,0.169,0.138,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0036877,0.0363512,0.0260319,0.0103193,0.416185476815,22860,0.325,0.284,0.324,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0263527,5.2276e-05,0.00209843,0.002046154,0.434489979061,20058,0.511,0.943,0.687,0.999263237104939,0.998845986788526,0.998516850418328
FBgn0263605,1.8857e-06,0.000850153,0.0008482673,0.410377985554,22567,0.661,0.985,0.829,0.999612146075728,0.999132695756127,0.998516850418328
FBgn0031135,0.129862,0.115872,0.01399,0.418998563717,20191,0.336,0.168,0.156,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0262338,0.0200172,0.00773406,0.01228314,0.442946006469,20095,0.282,0.383,0.457,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0034708,0.0564025,0.0412955,0.015107,0.463214689029,23909,0.278,0.264,0.309,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0263606,0.000152775,0.000383544,0.000230769,0.416726063198,21045,0.827,0.904,0.87,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0038315,0.00388057,0.00843984,0.00455927,0.455516340468,21817,0.449,0.656,0.486,0.998773974595171,0.997168459245821,0.998516850418328
FBgn0053627,3.48473e-05,0.00226425,0.0022294027,0.429138239706,20667,0.519,0.957,0.699,0.999263237104939,0.998845986788526,0.998516850418328
FBgn0014879,0.00218657,0.00211834,6.82300000000003e-05,0.4711299383,21718,0.91,0.693,0.698,0.999263237104939,0.998845986788526,0.999306912442396
FBgn0039131,0.0748069,0.0445784,0.0302285,0.446089306603,24791,0.196,0.229,0.277,0.995301988178399,0.997168459245821,0.998516850418328
FBgn0039487,0.000485887,0.00896828,0.008482393,0.446659097599,23781,0.351,0.854,0.442,0.999263237104939,0.997168459245821,0.998516850418328
FBgn0262263,0.00271945,0.00328788,0.00056843,0.407206489822,20093,0.671,0.668,0.622,0.998773974595171,0.998581876332623,0.998516850418328
FBgn0053626,0.00919767,0.0225494,0.01335173,0.423291458505,20617,0.33,0.478,0.407,0.99798553320474,0.997168459245821,0.998516850418328
FBgn0034722,0.0227016,0.0243777,0.0016761,0.424258404746,22755,0.602,0.421,0.415,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0262732,0.00311651,0.00288004,0.00023647,0.435613995988,22435,0.815,0.634,0.621,0.998558072487644,0.998581876332623,0.998516850418328
FBgn0039591,0.000154344,0.000367172,0.000212828,0.442578282039,22387,0.822,0.919,0.886,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0043002,0.103858,0.0564781,0.0473799,0.442083316627,24941,0.108,0.163,0.225,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0053095,0.0091106,0.00810956,0.00100104,0.396852695847,23258,0.611,0.423,0.441,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0013949,0.0454868,0.0363964,0.0090904,0.478315848632,21352,0.312,0.274,0.304,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0031039,0.00246733,0.00318056,0.00071323,0.466912985719,24088,0.672,0.663,0.644,0.998773974595171,0.998845986788526,0.998516850418328
FBgn0038244,1.08098e-06,0.0638911,0.06389001902,0.418466267339,25376,0.129,0.985,0.219,0.999612146075728,0.995700153767299,0.998516850418328
FBgn0003567,0.00100161,0.00118946,0.00018785,0.442027183822,24132,0.832,0.786,0.781,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0262390,0.00276535,0.00247251,0.00029284,0.420897902237,20069,0.815,0.677,0.684,0.998773974595171,0.998845986788526,0.998516850418328
FBgn0262434,0.614791,0.534531,0.08026,0.402112184916,20074,0.116,0.059,0.063,0.992682926829268,0.993931506849315,0.998516850418328
FBgn0001323,0.00603007,0.00611279,8.27199999999997e-05,0.406798018205,43395,0.904,0.479,0.459,0.99798553320474,0.997168459245821,0.999306912442396
FBgn0263528,7.83193e-05,0.000127001,4.86817e-05,0.476370510397,20102,0.912,0.941,0.925,0.999263237104939,0.999491150442478,0.999306912442396
FBgn0034910,0.00216586,0.00159936,0.0005665,0.460833991911,21511,0.713,0.74,0.764,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0050481,0.0378623,0.00660187,0.03126043,0.429017233349,21470,0.198,0.321,0.496,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0053155,0.0378623,0.00660187,0.03126043,0.429017233349,21470,0.197,0.321,0.496,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0262511,0.0231932,0.00870098,0.01449222,0.455725238813,31824,0.294,0.41,0.473,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0263607,1.31728e-07,0.000470687,0.000470555272,0.417734809047,22859,0.743,0.992,0.86,0.999717656468706,0.999132695756127,0.998516850418328
FBgn0011982,0.0541469,0.149858,0.0957111,0.372441611474,20081,0.078,0.258,0.138,0.997872806401797,0.995700153767299,0.998516850418328
FBgn0259953,0.0764578,0.0715891,0.0048687,0.415985912048,20443,0.396,0.181,0.178,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0011977,0.00013061,0.0010102,0.00087959,0.398237139585,20081,0.639,0.93,0.822,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0039252,6.17414e-05,6.10629e-05,6.78500000000004e-07,0.487116778758,22898,0.999,0.945,0.945,0.999263237104939,0.999491150442478,0.999996078170699
FBgn0262426,0.00343689,0.00351902,8.21299999999997e-05,0.466441116473,20099,0.915,0.608,0.619,0.998558072487644,0.998581876332623,0.999306912442396
FBgn0032456,0.00256901,0.00224732,0.00032169,0.430648476103,45738,0.818,0.687,0.695,0.999263237104939,0.998845986788526,0.998516850418328
FBgn0263608,0.00297199,0.000407992,0.002563998,0.411294422108,21639,0.477,0.633,0.888,0.998558072487644,0.999132695756127,0.998516850418328
FBgn0262396,0.000339961,0.000330749,9.21200000000003e-06,0.437951117527,20089,0.976,0.868,0.865,0.999263237104939,0.999132695756127,0.999788439768263
FBgn0262237,0.000137136,0.000220155,8.3019e-05,0.402323387777,20143,0.892,0.921,0.9,0.999263237104939,0.999491150442478,0.999306912442396
FBgn0262398,0.000381623,0.0132882,0.012906577,0.389024329569,20099,0.276,0.898,0.399,0.999263237104939,0.997168459245821,0.998516850418328
FBgn0262406,0.00640023,0.0154492,0.00904897,0.395577028441,20077,0.339,0.519,0.389,0.998558072487644,0.997168459245821,0.998516850418328
FBgn0262733,0.00226138,0.00207394,0.00018744,0.409229332088,53525,0.835,0.676,0.703,0.998773974595171,0.998845986788526,0.998516850418328
FBgn0038125,0.0328567,0.0359978,0.0031411,0.425461361015,20808,0.5,0.369,0.347,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0031310,0.0145675,0.00862091,0.00594659,0.487726991087,20981,0.333,0.4,0.429,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0022097,0.000257293,0.000509138,0.000251845,0.452018405199,21081,0.823,0.899,0.852,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0038078,3.70119e-05,1.03875e-05,2.66244e-05,0.474804791697,20619,0.95,0.958,0.966,0.999263237104939,0.999522676579926,0.999309817877329
FBgn0263529,8.08359e-08,0.0101338,0.0101337191641,0.41902109033,20104,0.383,0.995,0.416,0.999717656468706,0.997168459245821,0.998516850418328
FBgn0038115,0.034842,0.0544692,0.0196272,0.446716851079,22052,0.261,0.353,0.258,0.997872806401797,0.995700153767299,0.998516850418328
FBgn0010300,0.00641993,0.00754509,0.00112516,0.416716017829,64166,0.587,0.487,0.451,0.998558072487644,0.997168459245821,0.998516850418328
FBgn0011983,0.0526243,0.0348799,0.0177444,0.393954484338,20081,0.258,0.265,0.311,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0015790,0.00601022,0.0067899,0.00077968,0.446743171165,24748,0.645,0.532,0.495,0.998558072487644,0.997168459245821,0.998516850418328
FBgn0083005,0.00324671,0.00279114,0.00045557,0.445343928483,20135,0.736,0.635,0.651,0.998558072487644,0.998845986788526,0.998516850418328
FBgn0083004,0.00223985,0.00185402,0.00038583,0.445630585899,20140,0.75,0.692,0.724,0.999263237104939,0.998845986788526,0.998516850418328
FBgn0083003,0.00294625,0.00248324,0.00046301,0.446486218028,20135,0.731,0.649,0.666,0.998773974595171,0.998845986788526,0.998516850418328
FBgn0032153,0.623441,0.053713,0.569728,0.423793457533,20451,0.011,0.052,0.287,0.992682926829268,0.997168459245821,0.976046296296296
FBgn0038079,0.0186875,0.0359897,0.0173022,0.475018975756,22397,0.224,0.367,0.293,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0038071,0.375889,0.357216,0.018673,0.45386874824,24853,0.261,0.083,0.086,0.992682926829268,0.993931506849315,0.998516850418328
FBgn0038049,0.000334934,0.000474322,0.000139388,0.448307878,21541,0.878,0.881,0.856,0.999263237104939,0.999132695756127,0.999306912442396
FBgn0038007,0.0188691,0.0264735,0.0076044,0.431470453504,21830,0.378,0.403,0.351,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0038005,0.00654204,0.00690423,0.00036219,0.445330035271,21831,0.767,0.51,0.482,0.998558072487644,0.997168459245821,0.998516850418328
FBgn0035216,0.000236386,0.00539756,0.005161174,0.459297304668,22001,0.426,0.914,0.576,0.999263237104939,0.998581876332623,0.998516850418328
FBgn0035217,0.0264092,0.477364,0.4509548,0.474841028477,21702,0.007,0.34,0.062,0.997872806401797,0.993931506849315,0.975043165467626
FBgn0038000,0.0407589,0.0387039,0.002055,0.46364433775,21661,0.527,0.319,0.316,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0025802,0.00339377,0.00154309,0.00185068,0.44142351901,27144,0.505,0.612,0.738,0.998558072487644,0.999132695756127,0.998516850418328
FBgn0037970,0.00430791,0.00416055,0.00014736,0.442647682806,21211,0.872,0.578,0.573,0.998558072487644,0.997780642923219,0.999306912442396
FBgn0033010,0.0372587,0.033847,0.0034117,0.3815526876,30064,0.431,0.313,0.322,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0082933,0.0106274,0.00275502,0.00787238,0.429588686386,20082,0.384,0.443,0.664,0.997872806401797,0.998845986788526,0.998516850418328
FBgn0082932,0.0128503,0.00565049,0.00719981,0.428194402948,20082,0.391,0.431,0.535,0.997872806401797,0.997780642923219,0.998516850418328
FBgn0082925,0.00276709,0.00234717,0.00041992,0.446607728221,20134,0.743,0.657,0.674,0.998773974595171,0.998845986788526,0.998516850418328
FBgn0082935,1.80795e-06,4.96611e-05,4.785315e-05,0.43350097097,20083,0.939,0.988,0.94,0.999717656468706,0.999491150442478,0.999309817877329
FBgn0082934,0.00302745,5.50408e-07,0.003026899592,0.433223782492,20082,0.467,0.642,0.989,0.998558072487644,0.999629513028334,0.998516850418328
FBgn0030230,6.27188e-05,0.000164285,0.0001015662,0.436146769737,28589,0.883,0.933,0.889,0.999263237104939,0.999491150442478,0.999306912442396
FBgn0027565,0.197345,0.178252,0.019093,0.439485453456,21689,0.218,0.115,0.128,0.99421969265794,0.995700153767299,0.998516850418328
FBgn0035026,0.0312371,0.00831674,0.02292036,0.477284285472,23596,0.187,0.329,0.437,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0262512,0.0024809,0.00468628,0.00220538,0.449791807882,20654,0.537,0.697,0.581,0.999263237104939,0.998581876332623,0.998516850418328
FBgn0011953,0.00205106,0.000855508,0.001195552,0.395476285373,20072,0.592,0.752,0.848,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0262734,0.000153621,0.000339555,0.000185934,0.412892184826,26295,0.863,0.908,0.898,0.999263237104939,0.999491150442478,0.999306912442396
FBgn0011980,0.0177761,0.0489443,0.0311682,0.371495443454,20081,0.165,0.393,0.262,0.997872806401797,0.996831227892875,0.998516850418328
FBgn0033731,0.00138687,0.000893473,0.000493397,0.432996982271,21208,0.743,0.761,0.802,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0040253,0.000152715,0.000192611,3.9896e-05,0.411897833818,21651,0.963,0.911,0.916,0.999263237104939,0.999491150442478,0.999788439768263
FBgn0001197,1.02224,0.67947,0.34277,0.455385175411,21977,0.015,0.025,0.041,0.988123359580053,0.984784741144414,0.993993399339934
FBgn0051388,0.0098014,0.00778359,0.00201781,0.466702542715,22299,0.506,0.415,0.456,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0011974,0.000764041,0.0261696,0.025405559,0.41332602958,20081,0.192,0.819,0.326,0.999263237104939,0.997168459245821,0.998516850418328
FBgn0002592,0.00136796,0.00285621,0.00148825,0.444455048673,20956,0.551,0.767,0.663,0.999263237104939,0.998845986788526,0.998516850418328
FBgn0033296,0.0102363,0.00696904,0.00326726,0.464932126697,22100,0.473,0.428,0.492,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0002631,0.888187,0.523542,0.364645,0.437095924525,20881,0.014,0.033,0.058,0.992682926829268,0.993931506849315,0.976046296296296
FBgn0262736,0.00401006,0.00402815,1.80900000000001e-05,0.452198235674,27886,0.97,0.621,0.606,0.998558072487644,0.998581876332623,0.999788439768263
FBgn0037741,0.00592057,0.00568795,0.00023262,0.457660345195,23465,0.85,0.563,0.549,0.998558072487644,0.997780642923219,0.999164239545207
FBgn0037739,0.0304074,0.0245192,0.0058882,0.443622747484,21365,0.375,0.35,0.367,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0011951,0.0453813,0.033721,0.0116603,0.387206058191,20072,0.296,0.282,0.319,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0011020,0.988724,0.883126,0.105598,0.42981148619,22810,0.075,0.021,0.025,0.988123359580053,0.984784741144414,0.998516850418328
FBgn0262907,0.00606307,0.0136525,0.00758943,0.407571668074,84103,0.341,0.483,0.345,0.998283969256108,0.997168459245821,0.998516850418328
FBgn0027537,0.000133679,8.68231e-05,4.68559e-05,0.434716752499,23107,0.936,0.915,0.921,0.999263237104939,0.999491150442478,0.999306912442396
FBgn0028401,3.06004e-06,0.0112438,0.01124073996,0.46954363185,20948,0.297,0.983,0.401,0.99959463839557,0.997168459245821,0.998516850418328
FBgn0011950,0.0577288,0.0455317,0.0121971,0.386458748505,20072,0.287,0.247,0.272,0.99667015005359,0.997168459245821,0.998516850418328
FBgn0037754,0.00694112,0.00651003,0.00043109,0.460103038416,24651,0.758,0.512,0.526,0.998558072487644,0.997780642923219,0.998516850418328
FBgn0038613,0.00337257,0.00421813,0.00084556,0.44862864606,22970,0.654,0.642,0.599,0.998558072487644,0.998581876332623,0.998516850418328
FBgn0011949,0.0567748,0.0445694,0.0122054,0.388999601435,20072,0.28,0.235,0.262,0.995301988178399,0.996831227892875,0.998516850418328
FBgn0038080,0.763825,0.651678,0.112147,0.475271411339,20725,0.055,0.037,0.046,0.992682926829268,0.984784741144414,0.998516850418328
FBgn0037720,0.228879,0.219241,0.00963800000000001,0.418841253604,53765,0.387,0.14,0.126,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0011975,0.0848248,0.0785014,0.00632340000000001,0.398137542951,20081,0.371,0.202,0.201,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0032373,0.242815,0.21879,0.024025,0.403903367845,25209,0.211,0.114,0.113,0.994050955414013,0.995700153767299,0.998516850418328
FBgn0037685,0.0377702,0.137239,0.0994688,0.448059547774,21361,0.096,0.348,0.164,0.997872806401797,0.995700153767299,0.998516850418328
FBgn0011948,0.0411041,0.0259945,0.0151096,0.390992427262,20072,0.271,0.294,0.344,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0037687,2.21853e-05,0.000137956,0.0001157707,0.455919992416,21098,0.904,0.97,0.927,0.999263237104939,0.999491150442478,0.999306912442396
FBgn0033846,5.07279e-05,0.000831772,0.0007810441,0.464829396325,26670,0.668,0.926,0.818,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0262601,0.00640857,0.00874495,0.00233638,0.438520743383,21308,0.485,0.501,0.424,0.998558072487644,0.997168459245821,0.998516850418328
FBgn0011952,0.0755649,0.0744768,0.00108810000000001,0.400557991232,20072,0.568,0.203,0.2,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0053353,1.04455,1.12007,0.0755199999999998,0.420482765471,20134,0.113,0.043,0.048,0.992682926829268,0.984784741144414,0.998516850418328
FBgn0053354,1.67407,1.78505,0.11098,0.419638422569,20134,0.085,0.032,0.032,0.992682926829268,0.984784741144414,0.998516850418328
FBgn0026399,0.000993812,0.000845536,0.000148276,0.432660876062,21414,0.878,0.801,0.808,0.999263237104939,0.999132695756127,0.999306912442396
FBgn0051454,0.000796778,0.00142906,0.000632282,0.443751744673,21494,0.69,0.817,0.77,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0028500,0.340585,0.209623,0.130962,0.460036583426,25148,0.068,0.087,0.124,0.992682926829268,0.995700153767299,0.998516850418328
FBgn0035964,0.00655212,0.00574361,0.00080851,0.410040273485,21354,0.671,0.489,0.515,0.998558072487644,0.997489602053915,0.998516850418328
FBgn0053356,3.73196,3.8796,0.14764,0.419471750571,20142,0.072,0.023,0.022,0.988123359580053,0.984784741144414,0.998516850418328
FBgn0039169,0.0925708,0.0817891,0.0107817,0.457049208241,23492,0.341,0.202,0.221,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0053357,4.47072,4.67824,0.20752,0.419191417503,20134,0.048,0.02,0.02,0.988123359580053,0.984784741144414,0.998516850418328
FBgn0053358,5.85151,6.05518,0.20367,0.417353730009,20134,0.049,0.014,0.014,0.988123359580053,0.980854406130268,0.998516850418328
FBgn0042105,9.05453e-05,0.000266087,0.0001755417,0.418011308785,21753,0.87,0.932,0.884,0.999263237104939,0.999132695756127,0.999306912442396
FBgn0039519,0.0877052,0.0341926,0.0535126,0.422238538846,21791,0.147,0.203,0.339,0.995301988178399,0.997168459245821,0.998516850418328
FBgn0037530,0.100344,0.0939906,0.00635340000000001,0.438725998424,24113,0.367,0.178,0.19,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0040211,0.597151,0.498301,0.09885,0.429009561609,22172,0.086,0.046,0.054,0.992682926829268,0.993931506849315,0.998516850418328
FBgn0000504,0.00469566,0.00443967,0.00025599,0.412665451375,63085,0.839,0.536,0.555,0.998558072487644,0.997780642923219,0.998516850418328
FBgn0024289,5.78384e-05,0.000243174,0.0001853356,0.409960823164,22207,0.86,0.945,0.907,0.999263237104939,0.999491150442478,0.999306912442396
FBgn0261618,0.103353,0.0437207,0.0596323,0.445121154299,38257,0.124,0.177,0.281,0.995301988178399,0.997168459245821,0.998516850418328
FBgn0037482,0.000448085,0.000219605,0.00022848,0.422312876907,22552,0.859,0.879,0.914,0.999263237104939,0.999491150442478,0.999306912442396
FBgn0262737,0.00498516,0.00771078,0.00272562,0.419032651049,107531,0.504,0.563,0.46,0.998558072487644,0.997168459245821,0.998516850418328
FBgn0038440,0.00177431,0.00212442,0.00035011,0.44059218617,21142,0.758,0.709,0.686,0.999263237104939,0.998845986788526,0.998516850418328
FBgn0260946,0.133837,0.0610579,0.0727791,0.458137263606,22526,0.11,0.164,0.263,0.995301988178399,0.997168459245821,0.998516850418328
FBgn0053523,0.0644608,0.357422,0.2929612,0.440705927489,26065,0.02,0.22,0.075,0.995301988178399,0.993931506849315,0.993993399339934
FBgn0032908,2.34213e-05,0.00239266,0.0023692387,0.416190128564,24657,0.488,0.954,0.662,0.999263237104939,0.998845986788526,0.998516850418328
FBgn0039328,0.000273755,0.000399453,0.000125698,0.441168327796,21672,0.873,0.885,0.876,0.999263237104939,0.999132695756127,0.999306912442396
FBgn0032878,0.00328964,0.00394298,0.00065334,0.442037418315,22342,0.679,0.616,0.579,0.998558072487644,0.998581876332623,0.998516850418328
FBgn0083028,0.00335501,0.00327224,8.27699999999998e-05,0.457917473559,20139,0.929,0.671,0.659,0.998773974595171,0.998845986788526,0.999306912442396
FBgn0011829,0.141865,0.133201,0.00866399999999998,0.412670903139,36351,0.347,0.134,0.143,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0262738,0.00485491,0.00536001,0.000505100000000001,0.416937064285,62254,0.723,0.538,0.502,0.998558072487644,0.997168459245821,0.998516850418328
FBgn0051191,0.0197134,0.030295,0.0105816,0.422536711828,56317,0.377,0.413,0.35,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0263610,0.107442,0.0223535,0.0850885,0.411686006582,112117,0.114,0.171,0.345,0.995301988178399,0.997168459245821,0.998516850418328
FBgn0082990,0.578875,0.624678,0.0458029999999999,0.46867553614,20144,0.133,0.049,0.042,0.992682926829268,0.984784741144414,0.998516850418328
FBgn0011861,0.287761,0.176276,0.111485,0.411609367215,20070,0.084,0.103,0.143,0.994050955414013,0.995700153767299,0.998516850418328
FBgn0083038,0.00615524,0.00438217,0.00177307,0.417722147718,20133,0.538,0.511,0.548,0.998558072487644,0.997780642923219,0.998516850418328
FBgn0261616,0.0668138,0.0618273,0.0049865,0.392766124289,20404,0.386,0.222,0.22,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0261619,4.84352e-06,0.014578,0.01457315648,0.447031387392,26157,0.299,0.975,0.407,0.999513714866238,0.997168459245821,0.998516850418328
FBgn0262739,0.11467,0.070785,0.043885,0.420292778514,34702,0.166,0.178,0.208,0.995301988178399,0.995700153767299,0.998516850418328
FBgn0000451,0.00131262,0.00225317,0.00094055,0.418657709614,31558,0.65,0.765,0.682,0.999263237104939,0.998845986788526,0.998516850418328
FBgn0033809,0.00298812,0.00175469,0.00123343,0.454244903149,23593,0.581,0.674,0.731,0.998773974595171,0.998845986788526,0.998516850418328
FBgn0083026,0.00525103,0.00361173,0.0016393,0.417862997367,20131,0.561,0.547,0.588,0.998558072487644,0.998581876332623,0.998516850418328
FBgn0083036,0.0410469,0.0201176,0.0209293,0.417175781056,20133,0.245,0.269,0.353,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0083025,0.0455301,0.0205194,0.0250107,0.418255860151,20136,0.242,0.28,0.365,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0053361,10.3226,10.5463,0.223700000000001,0.419787424257,20134,0.042,0.016,0.016,0.988123359580053,0.980854406130268,0.998516850418328
FBgn0083035,0.0487114,0.0310755,0.0176359,0.419000794597,20136,0.298,0.264,0.301,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0083024,0.0289605,0.00872786,0.02023264,0.419585631242,20127,0.277,0.357,0.437,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0040994,0.000194612,0.000249976,5.5364e-05,0.405272390605,20522,0.934,0.908,0.894,0.999263237104939,0.999491150442478,0.999306912442396
FBgn0038860,0.00102389,0.00135468,0.00033079,0.451979912004,22501,0.786,0.805,0.766,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0024273,0.00058084,0.000441612,0.000139228,0.480002906026,27529,0.848,0.847,0.864,0.999263237104939,0.999132695756127,0.998516850418328
FBgn0083034,0.0285197,0.00870187,0.01981783,0.420239455512,20129,0.272,0.364,0.445,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0083023,0.0399596,0.0213956,0.018564,0.42041728763,20130,0.293,0.328,0.377,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0083033,0.0375084,0.0189973,0.0185111,0.421525777292,20134,0.296,0.334,0.409,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0083032,0.0449735,0.0206071,0.0243664,0.420354641633,20133,0.242,0.305,0.382,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0083031,0.0463352,0.0228836,0.0234516,0.421277441144,20134,0.254,0.303,0.38,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0083021,0.0491667,0.032048,0.0171187,0.421813664596,20125,0.31,0.292,0.341,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0083030,0.0446479,0.020155,0.0244929,0.421455177552,20135,0.241,0.309,0.402,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0083020,0.0459893,0.0219546,0.0240347,0.420409379968,20128,0.246,0.3,0.372,0.997872806401797,0.997168459245821,0.998516850418328
FBgn0050050,0.00265641,0.0197174,0.01706099,0.423334457344,20759,0.282,0.7,0.423,0.999263237104939,0.997168459245821,0.998516850418328
FBgn0015399,0.488673,0.694578,0.205905,0.42578698076,23857,0.037,0.054,0.041,0.992682926829268,0.984784741144414,0.998516850418328
FBgn0032781,0.461276,0.447334,0.013942,0.444577041355,21787,0.284,0.071,0.076,0.992682926829268,0.993931506849315,0.998516850418328
FBgn0002633,0.349963,0.192009,0.157954,0.441065726133,20981,0.047,0.087,0.126,0.992682926829268,0.995700153767299,0.998516850418328
FBgn0038986,0.361384,0.312241,0.049143,0.401265288908,23710,0.141,0.088,0.089,0.992682926829268,0.993931506849315,0.998516850418328
FBgn0028692,5.8683e-05,0.000519892,0.000461209,0.486888552698,23796,0.673,0.945,0.838,0.999263237104939,0.999132695756127,0.998516850418328
