"stock","p.deletion","p.background","p.interaction","chrom","start","stop","q.deletion","q.interaction","deletion.effect","background.effect","interaction.effect"
"7609",0.00359195349670076,2.7387547487992e-20,0.89333617293102,"3L",16654391,16799748,0.00648717056705697,0.423214500307475,-0.565714285714286,2.38666666666667,0.0419047619047621
"7610",0.539112558677226,1.59057109201235e-12,0.407489735588735,"3L",17231345,17414638,0.254728437111399,0.248141835644039,0.250000000000003,2.52777777777778,-0.402777777777781
"7611",8.33689456159831e-07,3.41088198116779e-16,0.0605679043823775,"3L",17414682,17526127,3.63632775260544e-06,0.0613604103967338,-1.2625,2.19,-0.612794117647056
"7612",0.620873289967895,6.25191626201855e-14,0.115425783374946,"3L",18009803,18132421,0.275970775214449,0.0983608017831478,-0.108974358974359,2.29761904761905,-0.505311355311355
"7613",0.00314252109407143,5.07069763148274e-13,0.487300000461608,"3L",18456353,18615556,0.00585856290724666,0.27943250641552,-0.727272727272727,2.14204545454546,0.22159090909091
"7614",0.358031584975944,1.80092289704688e-17,4.11389834213911e-05,"3L",19628931,19784186,0.195666084748421,0.000119193261131897,0.208333333333335,2.35227272727273,-1.39015151515152
"7616",0.312810623495069,6.58372152435998e-11,0.689586821142062,"3L",21836682,21948191,0.178625288773481,0.358738165955099,-0.272727272727273,2.14204545454545,0.156655844155844
"7617",0.22783016657996,1.6625454901722e-18,0.0308854444251726,"3L",22260871,22401054,0.147671709350927,0.0351285513774481,-0.214285714285713,2.45238095238095,-0.61904761904762
"7619",0.735388237557283,2.97941881927129e-05,0.34103380326878,"3R",107401,186686,0.306307955942514,0.220866703966296,-0.166666666666672,1.77083333333333,0.562500000000005
"7620",0.641369346058065,6.76390291611278e-25,0.0630810397677289,"3R",288185,425532,0.280807600093802,0.0626817085805459,0.102564102564095,2.47293447293447,-0.556267806267799
"7621",0.976452418351474,1.3719228457114e-23,0.724529275295694,"3R",540173,632615,0.377731461539402,0.369303930821558,0.00588235294118053,2.45588235294117,-0.0892156862745142
"7622",0.024654697181296,2.22303887418989e-26,8.32979156069508e-08,"3R",776726,912504,0.0322003793088284,4.09418873357975e-07,-0.346749226006193,2.45588235294118,-1.31991744066047
"7623",7.10482276986637e-05,3.75251811226244e-26,0.0152270174277169,"3R",1328532,1438438,0.000221950491131096,0.0196425673866465,0.848739495798323,2.45588235294118,-0.598739495798323
"7624",0.293466663722273,9.51225421964493e-20,0.000369862927244872,"3R",1542490,1638975,0.172623852880801,0.000848362197351225,-0.294117647058826,2.45588235294118,-1.2453560371517
"7625",7.11451295441378e-07,1.37343036572876e-18,0.203466234414349,"3R",2988409,3317319,3.1628340968538e-06,0.153014650279652,-1.22745098039216,2.45588235294117,0.400527903469079
"7626",0.199030305142582,1.6064874902123e-05,0.0379652840455143,"3R",4076136,4166717,0.137343775904209,0.0419671095169234,-0.566666666666666,1.77083333333333,1.22916666666667
"7627",0.126216080376834,5.39760759093735e-27,3.03854724168746e-07,"3R",4159500,4303405,0.103466596171759,1.32753871506144e-06,-0.260869565217392,2.16413043478261,-1.2891304347826
"7628",0.791894084380264,1.92767602851195e-18,0.000393013919079432,"3R",4303405,4495198,0.323433684885065,0.000891153553619835,-0.0633484162895881,2.45588235294118,-1.16033579423673
"7629",0.717315125458078,9.313666255937e-06,0.15622420942174,"3R",4495354,4753483,0.300403848410947,0.124277923611588,-0.166666666666672,1.77083333333333,0.774621212121218
"7630",0.155685457519972,4.84158774435768e-05,0.217164748690534,"3R",4878552,4983798,0.116475637364617,0.159396879062154,0.666666666666666,1.77083333333334,-0.704166666666664
"7631",0.572029955724715,4.56358947687008e-06,0.241374480218871,"3R",4983798,5073203,0.263524715025978,0.173920085596331,0.208333333333333,1.77083333333333,0.568452380952381
"7632",0.800013873602842,2.13252928655238e-17,0.0717478446748494,"3R",5338742,5457646,0.326173775579213,0.0690501423086123,-0.0588235294117651,2.45588235294118,-0.607843137254902
"7633",0.214606939254906,1.10910170484898e-22,0.10934439450557,"3R",5619087,5754513,0.144435445357253,0.0939801949352736,-0.294117647058828,2.45588235294118,-0.455882352941173
"7634",0.112425785243861,6.01917847990427e-23,0.0124352623050737,"3R",5754513,5915180,0.0973395310075867,0.016805000258436,-0.294117647058824,2.45588235294117,-0.678104575163399
"7636",0.28262445538541,3.90920893808121e-27,2.18671734095014e-06,"3R",6175936,6213369,0.169261043893521,8.24501671992092e-06,-0.169117647058819,2.45588235294117,-1.08088235294118
"7637",0.193116947842736,2.30866280745637e-05,0.838615119778425,"3R",6399658,6464617,0.134467362462287,0.406383535518778,0.547619047619046,1.77083333333333,0.114880952380954
"7638",0.183015690645932,4.7686199504946e-06,0.549532642559418,"3R",6464617,6715075,0.129382385318491,0.308058895917984,0.458333333333333,1.77083333333333,0.270833333333332
"7639",0.647650306733594,4.18397335529317e-28,0.556112050997879,"3R",7178985,7394911,0.281425550602445,0.310678045649245,0.102564102564112,2.47293447293447,-0.163410663410673
"7640",0.839997796212605,1.30032618005738e-06,0.0611997818069235,"3R",7394934,7495397,0.339481958557689,0.061703383410962,-0.0666666666666672,1.77083333333333,0.843452380952381
"7641",0.231316641134095,6.03713200723909e-35,6.0733032442486e-11,"3R",7713466,8106805,0.148952230182696,6.1913157622429e-10,-0.177631578947365,2.74736842105263,-1.47951127819549
"7642",0.880617357401211,4.47701554368055e-22,0.00338421032739909,"3R",7712905,7824974,0.350989261135333,0.00552628227581323,-0.0274509803921569,2.45588235294117,-0.847549019607845
"7643",0.546864942367289,6.46144234533725e-20,0.0078178908291563,"3R",8106805,8268847,0.255910270231528,0.0113582782464631,-0.127450980392154,2.45588235294118,-0.772549019607845
"7644",0.894281536008482,1.67300072484923e-18,0.0284134242389767,"3R",8106805,8268847,0.353994079167811,0.0327132941637511,0.0392156862745028,2.45588235294117,-0.789215686274503
"7645",0.313798297362043,5.37564215971553e-22,0.0401338968199976,"3R",8504753,8563928,0.178625288773481,0.0437375255629428,0.205882352941178,2.45588235294118,-0.622549019607843
"7646",0.123707980828789,6.30497762701766e-05,0.119308070695849,"3R",8877179,9085101,0.102368572272243,0.0998149691233871,-0.766666666666669,1.77083333333333,0.954166666666669
"7647",0.069677901161095,2.2748444560401e-22,0.0112567659157432,"3R",9105453,9205506,0.0715891364038134,0.0155697740629562,0.42016806722689,2.45588235294118,-0.73266806722689
"7648",0.055598813397011,2.93431292683432e-05,0.76600944039088,"3R",9369363,9509679,0.0612041413291304,0.379894399101256,0.83333333333333,1.77083333333333,-0.17083333333333
"7649",0.999999999999996,6.02973408697228e-06,0.315491796583678,"3R",9509964,9638552,0.377731461539402,0.208745197373444,-1.98075796744321e-15,1.77083333333333,-0.508928571428568
"7650",0.590693381788999,8.4731454817299e-06,0.751052471836968,"3R",9638627,9809182,0.268802295960599,0.377817048180676,0.233333333333333,1.77083333333333,0.1625
"7651",0.213491376620815,4.50971352430608e-06,0.282788055285689,"3R",10643950,10743982,0.144307470019966,0.195568876596395,0.421568627450981,1.77083333333334,-0.501925770308123
"7653",0.040506180686502,4.22377564467513e-15,0.0289723726088334,"3R",11154443,11363188,0.0483581369008146,0.033089390773501,-0.416666666666666,2.29761904761905,0.702380952380953
"7655",0.421179054753047,2.97941881927123e-05,0.634233518564061,"3R",12879384,12974829,0.216847792677174,0.33940368593448,0.333333333333331,1.77083333333333,-0.270833333333331
"7657",0.0811729939777047,1.73879103208197e-41,3.5055939293286e-16,"3R",13992149,14223078,0.0788440979641565,8.77183946169632e-15,-0.227272727272727,2.53939393939394,-1.61631701631701
"7658",0.688825934963217,1.15000308943879e-19,0.000459952552337433,"3R",14223249,14410113,0.290649101162873,0.00100476440178723,-0.0941176470588235,2.45588235294118,-1.12254901960784
"7659",0.688993241008954,8.45639697858733e-06,0.754019254656356,"3R",14410120,14566190,0.290649101162873,0.377817048180676,-0.166666666666666,1.77083333333333,-0.170833333333333
"7660",0.700602414947696,4.77121406535866e-06,0.0678971673990586,"3R",14566190,14749745,0.295008049879074,0.0660095670613062,-0.166666666666669,1.77083333333333,0.979166666666669
"7661",0.680075769115368,6.06718488681958e-06,0.676976008855336,"3R",14749745,14853118,0.289254871161872,0.354695857980318,-0.166666666666665,1.77083333333333,0.229166666666665
"7662",0.451293684814017,9.58839526615597e-29,0.139053383570283,"3R",14853118,14989771,0.228285137345209,0.113910572717878,-0.130769230769231,2.47293447293447,-0.406267806267808
"7663",0.00547991550854998,1.12408685657558e-29,1.70730657287407e-08,"3R",15289185,15467038,0.00924672360893502,9.79021043353107e-08,-0.368191721132899,2.45588235294118,-1.2818082788671
"7664",0.00109121910837145,2.94103463200852e-27,0.0220627976353519,"3R",16135245,16376386,0.0024255666025279,0.0266346801859647,0.705882352941174,2.45588235294118,-0.566993464052287
"7665",0.180600445235829,4.8490550738554e-31,0.39364802844342,"3R",17444144,17545495,0.128857110252349,0.244409226509951,-0.230769230769238,2.47293447293447,0.1937321937322
"7666",0.00615037198060467,2.96172352918172e-25,0.00155676381154263,"3R",17545502,17700988,0.0102287170238404,0.00293488861472138,-0.446859903381646,2.30434782608696,-0.748792270531397
"7667",0.655288359903562,5.66330915413254e-06,0.106841817840222,"3R",17700995,17868467,0.284210308271429,0.0924774616258324,-0.166666666666667,1.77083333333333,0.800595238095238
"7668",0.711642251482953,2.60176429025044e-20,0.69076718992691,"3R",17868467,17959518,0.298568995754008,0.358738165955099,0.105882352941173,2.45588235294118,-0.133660130718952
"7669",0.829692486793461,5.74197862799935e-09,0.0810893008577096,"3R",17959508,18193695,0.336493657661106,0.0752032719115804,0.0499999999999999,2.08571428571429,0.664285714285714
"7670",0.546693573085594,1.13740652344108e-06,0.867448872180847,"3R",18193695,18356502,0.255910270231528,0.413083454375655,-0.200000000000002,2.08571428571429,-0.0857142857142839
"7671",0.581787910115662,1.67775872859756e-07,0.97581673679062,"3R",18492372,18724923,0.266850939935503,0.441044407447248,-0.199999999999999,2.08571428571429,0.0142857142857136
"7672",0.187717198867135,4.07710251740919e-06,0.0227079136177534,"3R",18724953,19001169,0.131499683130634,0.0271750998991719,0.466666666666663,2.08571428571429,-1.25238095238095
"7673",0.0995701666480741,7.7805960678698e-25,0.378169530228019,"3R",19210900,19467128,0.0901814463127614,0.238610307698534,0.277310924369749,2.45588235294118,-0.209129106187931
"7674",0.671901763896458,1.22654235573989e-17,0.0330402198904889,"3R",19467128,19549624,0.288171878285635,0.0371191990428834,0.106060606060607,2.375,-0.710227272727274
"7675",0.000213205783484605,7.18752922646026e-15,0.00668598605846045,"3R",19747854,19857149,0.000608483132210215,0.00994753532586535,-1.05882352941177,2.45588235294118,-1.02450980392157
"7676",0.440558510481112,7.1313064626363e-08,0.556462281424768,"3R",19857149,19967091,0.224822604316299,0.310678045649245,-0.2,2.08571428571429,-0.252380952380953
"7677",1.54005512537473e-06,1.12058419706268e-20,0.000563952628752213,"3R",19967091,20096927,6.3574480588524e-06,0.0011849310544821,1.16042780748663,2.45588235294117,-1.03542780748663
"7678",0.679245391321078,1.83381506754212e-17,0.184839197902518,"3R",20096927,20275677,0.289254871161872,0.142112670468491,-0.127450980392159,2.45588235294118,-0.497549019607842
"7679",0.646585933824924,4.42611757289902e-12,0.857785056162482,"3R",20595064,20720429,0.281425550602445,0.412045908238393,-0.116666666666668,2.29761904761905,0.0690476190476203
"7680",0.00510815723897243,6.04636042720618e-20,0.000166478621645223,"3R",20963561,21022720,0.00876895533067069,0.000420391305472625,0.733333333333336,2.17333333333333,-1.31619047619048
"7681",0.259389293436941,2.33165393829937e-07,0.331261932919742,"3R",21118719,21341395,0.159054249638134,0.216063214228618,-0.342857142857145,2.08571428571428,0.457142857142859
"7682",0.0902218215057384,1.07616095490509e-08,0.0232428107314473,"3R",21341620,21463598,0.084783446122224,0.0275754375737278,-0.422222222222222,2.08571428571429,0.936507936507936
"7683",0.737522286207061,1.12102780290181e-51,4.14259086806125e-23,"3R",21832109,22087161,0.306644329325841,5.70116748558928e-21,-0.0402930402930429,2.44364937388193,-2.27698270721526
"7684",0.521537060277739,8.85693763108732e-08,0.683335806972975,"3R",22799551,22895846,0.251176218932734,0.356223041779474,0.199999999999998,2.08571428571428,0.180952380952383
"7685",0.845560155595116,7.15042628846851e-09,0.395144422089273,"3R",22895846,22983208,0.340539268495062,0.244409226509951,-0.0461538461538464,2.08571428571428,0.315995115995116
"7686",0.0963447791737343,1.12136146498782e-27,2.67698485300171e-12,"3R",22983208,23079244,0.0883816746046794,3.58533591869486e-11,-0.266666666666666,2.17333333333334,-1.73333333333334
"7687",0.237270114748739,1.53171449890805e-22,0.141798509050384,"3R",24426897,24500683,0.151519682267629,0.115472007457779,-0.266666666666666,2.17333333333334,-0.423333333333335
"7688",0.636788340833438,2.23551967117728e-06,0.453770941915683,"3R",24500683,24816740,0.27933095691205,0.268929694998661,-0.200000000000001,2.08571428571429,0.414285714285716
"7689",0.0935726816247766,7.23231870620453e-26,1.00583420740824e-11,"3R",24816740,24889986,0.0872231920308721,1.20370570050757e-10,-0.266666666666668,2.17333333333333,-1.84
"7690",0.0319197526390239,2.22540728737906e-23,1.39030668358927e-10,"3R",25040897,25113953,0.0401029458020902,1.31957586729496e-09,-0.391666666666662,2.17333333333334,-1.87186274509805
"7691",0.150606047707668,7.36433885119965e-18,0.000123890048250258,"3R",25702816,25838470,0.116052830735273,0.000324764742584769,-0.294314381270905,2.11594202898551,-1.26124117428465
"7692",0.449824591158054,9.76187878170426e-09,0.0606366790523201,"3R",25925104,26028690,0.228040997709981,0.0613604103967338,-0.200000000000002,2.08571428571429,-0.752380952380951
"7693",0.332300940710028,2.76167528720391e-22,0.00514835524964925,"3R",26291258,26389204,0.184659995777053,0.00800602592612617,-0.266666666666681,2.17333333333334,-0.959047619047607
"7694",7.05393298808653e-07,4.98225451896633e-22,0.00320743523222471,"3R",26291754,26358290,3.1628340968538e-06,0.00541616695127849,1.13333333333333,2.17333333333333,-0.948333333333339
"7695",0.865699177010055,5.70310919267639e-07,0.0909308334679728,"3R",26646383,26713967,0.34683728079013,0.0823302321567991,-0.0571428571428574,2.08571428571428,-0.811904761904762
"7696",0.622448076447917,1.23464128990545e-07,0.524234803080215,"3R",26994861,27136941,0.275970775214449,0.297512942222638,0.133333333333334,2.08571428571428,-0.276190476190477
"7724",1.91366718652956e-08,6.83760202315527e-16,0.00176044063975306,"2L",5555049,5658629,1.13432207589717e-07,0.00325204741577074,1.83333333333333,2.44285714285714,-1.29999999999999
"7726",0.304641909053115,1.26016499029869e-25,0.13381233701427,"3R",24152465,24426897,0.176502692065929,0.110273571526239,0.187878787878788,2.17333333333334,0.372121212121212
"7730",0.0847614525610574,1.01053188335346e-22,5.0524186226225e-06,"3R",3792892,3945737,0.0816435217631319,1.695927282148e-05,-0.409523809523803,2.17333333333333,-1.49201465201466
"7731",0.785055783760502,3.31530590430747e-08,0.0563620793862297,"3R",5376427,5530672,0.321208220136225,0.0578860566255082,-0.0750000000000029,2.08571428571429,0.789285714285717
"7732",0.781895968429162,3.88292182252278e-07,0.11739074430892,"3R",5915180,6015370,0.321208220136225,0.0991146856722266,0.085714285714284,2.08571428571429,-0.77142857142857
"7734",0.152878827247452,3.31929263081814e-23,3.97189854903474e-06,"3R",10103658,10307563,0.116254116536254,1.36656379938467e-05,-0.266666666666666,2.17333333333333,-1.31619047619048
"7736",0.161194857093821,7.1643297993673e-07,0.458679413721078,"3R",12131435,12328454,0.119434877580649,0.269522242662066,-0.6,2.13846153846154,0.36923076923077
"7737",0.546050226232361,2.36226604206077e-11,0.395051518401801,"3R",12328454,12528621,0.255910270231528,0.244409226509951,0.142857142857144,2.71428571428571,-0.285714285714287
"7739",0.999999999999999,3.27217823873008e-09,0.0203606605852831,"3R",16783425,16938056,0.377731461539402,0.0250187494396173,-2.0269806481627e-16,2.5,-1
"7740",1,0.00555263309603902,0.256271555563966,"3R",18356502,18492372,0.377731461539402,0.181798556810386,-2.63677968348475e-16,1.5,0.75
"7741",4.23142622174296e-05,4.25943843398331e-22,0.280065014357419,"3R",19001169,19121356,0.00013974082863067,0.194173565472774,0.788888888888884,2.17333333333333,-0.291388888888886
"7742",0.459013965670456,2.21054352797863e-08,0.761470158629072,"3R",10549487,10743982,0.230179138414797,0.379064513699631,0.199999999999999,2.36666666666667,0.133333333333334
"7743",0.0270833207958241,5.39861580072578e-17,0.558683154386978,"3R",7394893,7495390,0.0348300383597808,0.31128656667952,-0.484057971014495,2.17333333333333,-0.191236146632565
"7744",0.00208304272511894,1.51447566084505e-19,0.0285242194360019,"2L",2677694,2808100,0.00408085112780522,0.0327132941637511,-0.583333333333331,2.30555555555556,0.551587301587301
"7745",0.0104436614235523,9.19957019358486e-11,0.261370314858353,"3L",7862119,8089573,0.0157795979733643,0.184938960205483,-0.878787878787876,2.14204545454545,0.457954545454542
"7746",0.999999999999999,1.31325623698607e-08,0.649507785252593,"3R",19017039,19121356,0.377731461539402,0.344172700324358,-3.95261226391728e-16,2.5,-0.2
"7749",0.000303499295279289,9.41801679555421e-17,0.0578355875522002,"2R",10462255,10653275,0.000845306436359023,0.0591785914169338,-0.749999999999999,2.25,0.5
"7750",0.0524206435610566,7.678555177524e-45,0.000259725709927282,"2R",11371023,11563707,0.0588260529125157,0.000627092840565361,0.291666666666665,2.97222222222223,-0.663011695906435
"7752",0.302869672354314,2.26229323888909e-05,0.267547090304618,"3R",9638552,9809236,0.175916792071722,0.188157541695922,-0.333333333333335,1.86666666666667,0.533333333333334
"7772",0.224922283951998,2.82523411562565e-30,0.961612493118061,"2L",161234,294632,0.14750755752081,0.438212649886592,-0.323529411764697,2.23004201680672,-0.015756302521017
"7774",0.884288527583951,7.98319794102085e-18,0.302075196894696,"2L",559139,715085,0.351845855324353,0.202793001110439,-0.0277777777777801,2.30555555555555,0.281746031746033
"7775",0.065868850927779,5.3281114779456e-15,0.0429375817177607,"2L",777148,868373,0.0698777631945176,0.0461656938774222,-0.458333333333328,2.30555555555556,0.66944444444444
"7776",0.67715584287716,1.00949545290523e-19,0.275759468746695,"2L",1158197,1311516,0.289254871161872,0.192156504502567,-0.0833333333333321,2.30555555555556,0.27136752136752
"7778",0.00735508297955272,2.23895418564761e-19,0.0111018633604495,"2L",1716977,1909976,0.0120587709297116,0.0154330740282167,-0.583333333333336,2.30555555555556,0.694444444444449
"7780",8.64160915858039e-09,6.34489547610952e-28,6.7673249915494e-06,"2L",1989057,2152458,5.25709233264208e-08,2.2441955291299e-05,1.23109243697479,2.44285714285713,-1.33878474466709
"7782",0.306666275736518,7.77280678386642e-18,0.236582402105299,"2L",2221020,2362808,0.177231375824365,0.170914619767842,-0.208333333333329,2.30555555555556,0.31944444444444
"7784",0.934533693149981,2.78319850421995e-16,0.763653958615932,"2L",2979654,3056809,0.365546023682015,0.37940984380248,0.0166666666666679,2.30555555555556,0.0944444444444431
"7785",0.0706041843738118,1.34329608146529e-16,0.86200148194464,"2L",3046635,3310250,0.0722198500603638,0.412122579232107,-0.383333333333333,2.30555555555555,0.0499999999999993
"7786",0.277981755758642,1.64946389399956e-10,0.189014498077021,"2L",3302636,3354858,0.167445193281541,0.144515479571794,-0.333333333333331,2.30555555555556,0.644444444444442
"7787",0.820738105970428,1.06033513564415e-18,0.786970574326068,"2L",3354818,3473493,0.333447075285213,0.38791733470857,0.0416666666666682,2.30555555555556,0.0694444444444435
"7789",0.0184214263895039,3.61670946903708e-17,0.00180584517420625,"2L",3602642,3730180,0.0256536844338173,0.00329173842784789,-0.583333333333339,2.30555555555555,1.02777777777778
"7792",0.0421604249304587,4.40379754658356e-19,0.0681088382640459,"2L",4846961,4887766,0.0494735796142128,0.0660095670613062,-0.361111111111111,2.30555555555555,0.472222222222222
"7793",0.158385510286317,3.90091274575259e-20,0.360437032222787,"2L",4846961,4977638,0.117744677027776,0.231185812511778,-0.409090909090911,2.31090909090909,-0.310909090909089
"7794",0.104609958149089,3.67628782876173e-18,0.159402121035949,"2L",5000837,5058522,0.093010988840529,0.126440549023462,0.416666666666664,2.30555555555555,-0.430555555555553
"7795",0.344576762527725,6.05757808167874e-47,5.97754734356019e-10,"2L",4915628,4979299,0.19056550306874,4.83911406626053e-09,-0.14471243042672,2.42785535266738,-1.3430068678189
"7796",0.10078771472099,6.28418396539239e-18,0.117908930017241,"2L",4975605,5000943,0.0906586099669528,0.0992477563124409,-0.310606060606061,2.30555555555555,0.421717171717171
"7797",5.78462157821937e-05,1.15856930884392e-22,0.0178135763978997,"2L",5524375,5594234,0.000185727852871419,0.0223886938489658,-0.957142857142856,2.44285714285715,-0.780357142857141
"7798",0.287040219008181,1.40708847135488e-20,0.468371283159082,"2L",5555049,5659285,0.170142467500741,0.270267380572902,0.216666666666669,2.30555555555555,-0.176984126984129
"7799",0.868660255013679,1.0166999229912e-14,0.993337891871369,"2L",5898291,5980153,0.347421502278537,0.447484033429438,0.0555555555555413,1.99673202614379,0.00326797385622279
"7800",0.137519147857755,3.20154984020868e-18,0.0493424816731792,"2L",6292895,6338855,0.110383781008671,0.0515428496499927,-0.297619047619044,2.30555555555555,0.533730158730154
"7801",0.0475524307007896,7.58671275553923e-31,0.468106826019715,"2L",6664818,6786906,0.0553681038699636,0.270267380572902,-0.499999999999981,2.322102425876,0.22075471698111
"7802",1.14163908493669e-06,6.94973988257639e-17,0.852597940713722,"2L",6922143,7022707,4.79844720115324e-06,0.41098873944631,-1.41159420289855,2.17173913043478,-0.0644927536231912
"7803",0.0745289264166135,2.76613072065734e-18,0.109602288438991,"2L",7140259,7202317,0.0741731350560148,0.0939801949352736,-0.333333333333331,2.30555555555556,0.444444444444442
"7804",0.00072072438726512,1.24371930288626e-28,0.00114635165830781,"2L",7364976,7495492,0.00173553176057574,0.00220649820215758,-0.669642857142858,2.44285714285714,-0.948538961038962
"7805",0.0367675985197512,4.19560824414351e-31,0.116665492125793,"2L",7637689,7660390,0.0449715692085168,0.0991103840391242,-0.557142857142843,2.44285714285715,0.490476190476177
"7807",0.393738932710224,9.18869716849094e-18,0.306224753875899,"2L",8071311,8205166,0.208286683068123,0.204085426998603,-0.183333333333334,2.30555555555555,0.294444444444445
"7809",0.116222122131617,2.59362878029304e-17,0.455684356900485,"2L",8438123,8528528,0.0995083713269034,0.269153452605912,0.316666666666666,2.30555555555555,-0.205555555555555
"7810",0.0019985044505477,7.3045153764142e-20,0.00658225285241527,"2L",8529124,8801960,0.00394869726737616,0.00984642302662649,-0.583333333333335,2.30555555555556,0.694444444444447
"7811",0.0329353884635961,2.44686593486971e-31,0.00210713793235884,"2L",8797995,8984993,0.0411552877917942,0.00374540798369553,-0.357142857142852,2.44285714285715,-0.806493506493512
"7812",0.0132671353585441,9.3819851455127e-16,0.303462129985078,"2L",9522946,9622987,0.0196601643000477,0.20322841578391,-0.583333333333336,2.30555555555555,0.309829059829063
"7813",0.953458561152801,1.55688998585007e-17,0.943400655925675,"2L",9388129,9448833,0.371690713394199,0.434226917562361,-0.011904761904761,2.30555555555556,-0.0198412698412715
"7815",0.00240916106238677,2.22307638730184e-20,0.0156102940518275,"2L",9613665,9622528,0.00464108123881379,0.0199845501081291,-0.492424242424244,2.30555555555555,0.603535353535354
"7816",0.00103426921915878,1.64476871869019e-29,0.330705794240529,"2L",9860016,9940209,0.00236726461932846,0.216063214228618,0.642857142857144,2.44285714285714,-0.255357142857147
"7818",0.27802510970493,2.03290419047584e-29,3.09686483970597e-16,"2L",10134181,10198992,0.167445193281541,8.52401103257358e-15,-0.214285714285705,2.44285714285715,-2.65238095238096
"7819",0.019859968831991,2.45568001498751e-33,0.291443347883548,"2L",10276871,10333704,0.0271660464642449,0.19856126630291,-0.5,2.44285714285715,0.283333333333335
"7820",0.246256747111693,1.05846821452407e-26,0.089331715897835,"2L",10516675,10861982,0.154395862395082,0.0811493040116711,-0.266233766233757,2.44285714285715,-0.533766233766241
"7821",0.0353662720631511,1.15020014587675e-32,0.0709453829411544,"2L",10853446,10975285,0.0434876575797653,0.0685174243643758,-0.607142857142862,2.44285714285714,0.579870129870136
"7823",0.00388822073999706,2.49112389126233e-13,0.400817425366011,"2L",12872617,13165936,0.00696780171611648,0.245409632800636,-0.805555555555551,2.30555555555555,-0.305555555555559
"7826",0.0340231187691103,4.03283521692477e-14,0.0643794226079936,"2L",13800829,13878188,0.0422859175043884,0.0635132923487355,-0.583333333333335,2.30555555555556,0.694444444444447
"7828",0.0107699582671782,1.78194287334746e-16,0.378833944445189,"2L",14455715,14997588,0.0161669420202047,0.238610307698534,-0.583333333333332,2.30555555555555,0.265873015873014
"7830",0.181322076378719,1.42376998373169e-37,0.0206707090786062,"2L",15264714,15439965,0.12897392119069,0.0251749540999778,-0.251082251082241,2.37748917748918,0.535209235209224
"7831",0.360487183107898,3.80036339738164e-41,0.401219809674731,"2L",15426051,15744445,0.196543439932642,0.245409632800636,-0.155594405594413,2.36363636363636,-0.185314685314678
"7833",0.00229612678072177,2.23895418564758e-19,0.00935391640858981,"2L",16457328,16727482,0.00446049938448924,0.0134095439379106,-0.583333333333336,2.30555555555556,0.694444444444448
"7834",2.11534715565333e-07,2.89388798020529e-39,0.165216713524645,"2L",16728375,16824908,1.11138250394116e-06,0.130301766606669,-0.871985157699447,2.42785535266737,0.317599192787164
"7835",4.75213232733928e-05,1.26272535539664e-15,0.00157580785127063,"2L",16791487,17450255,0.000154726520047031,0.00295058192099033,-1.15476190476191,2.30555555555555,1.05534670008354
"7836",0.518254030527519,1.92251184412996e-17,0.606580863256716,"2L",17502487,17604760,0.250116162147611,0.331437844119516,0.130952380952383,2.30555555555556,0.146825396825395
"7837",0.669980495549165,6.35933625366883e-19,0.913706365742161,"2L",17482011,17773525,0.287881969541724,0.426985480924617,0.0833333333333348,2.30555555555556,0.0277777777777763
"7838",0.00173992313512424,2.38386934817735e-20,0.0048244300877639,"2L",17382988,17495992,0.00355947707773078,0.00767576492959528,-0.583333333333332,2.30555555555556,0.694444444444443
"7839",0.523318576433394,1.05070297728274e-24,0.81743359669272,"2L",17903087,18161791,0.251510231028827,0.399637138184298,-0.126050420168068,2.4453781512605,-0.0644257703081221
"7840",7.60812749157604e-20,9.76772576559868e-37,1.0007364719302e-14,"2L",18123514,18455586,1.75878341958633e-18,2.29540981200891e-13,-2.10430839002267,2.42785535266738,-2.41478345724254
"7841",0.010198181515066,1.1862029902516e-17,0.0280130440145332,"2L",18294845,18299279,0.0155100690351498,0.0323970225670625,-0.500000000000003,2.30555555555556,0.611111111111115
"7843",0.000606780679482062,4.20623748446531e-16,0.00197073820100874,"2L",18689053,18795820,0.00152429389287391,0.00355997882469085,-0.737179487179487,2.30555555555556,1.01495726495727
"7844",3.69405016815161e-05,1.7819428733476e-16,0.000545505894022202,"2L",18753432,18943942,0.000127456670005621,0.00116394239992874,-1.01190476190476,2.30555555555555,1.12301587301587
"7845",5.29622611732707e-19,1.53261538349535e-47,1.14243479728447e-09,"2L",18859186,19022139,1.11303395813451e-17,8.49867947982375e-09,1.61791383219954,2.42785535266738,-1.37229979711182
"7846",0.0671661091413318,9.86725461525663e-33,0.464066537261906,"2L",18995784,19044446,0.0702574686605638,0.269522242662066,0.335164835164841,2.44285714285714,0.177335164835157
"7847",0.0019603605763034,1.39609686595565e-14,0.000554441599727319,"2L",19110141,19161708,0.00390672239453759,0.00117390839237424,-0.765151515151517,2.30555555555556,1.20959595959596
"7849",2.0582156709915e-09,2.73853502231536e-27,8.61788730527023e-07,"2L",19426459,19586375,1.39941506442046e-08,3.43774351653673e-06,-1.50103950103951,2.42417417417417,-1.52673827673827
"7850",0.184676538531379,3.5725613500606e-15,0.569415903792053,"2L",19918015,20072236,0.130158478514132,0.315987329204533,-0.297619047619048,2.30555555555556,-0.174603174603175
"7851",0.0349219050487471,1.54346502289654e-34,0.000946075559513007,"2L",20449190,20680624,0.0431708800379023,0.00183383066522523,-0.35714285714285,2.44285714285714,-0.776190476190484
