FBgn0035416,gry,3L,3199021,3211347
FBgn0053477,CG33477,2R,6296660,6297256
FBgn0053487,CG33487,X,20088351,20089193
FBgn0035640,mad2,3L,5805232,5806183
FBgn0035936,Tsp66E,3L,8905599,8925165
FBgn0053500,CG33500,3L,11501737,11502003
FBgn0025827,CG6421,2R,12759755,12760413
FBgn0039261,CG6422,3R,20859866,20864801
FBgn0002873,mud,X,14141876,14152628
FBgn0053503,Cyp12d1-d,2R,7011159,7013119
FBgn0032774,CG17549,2L,19387050,19390070
FBgn0038449,CG17562,3R,12441033,12442876
FBgn0040755,CG17580,2R,8694182,8695316
FBgn0031196,CG17599,X,21944286,21946059
FBgn0027500,spd-2,3L,16584307,16588142
FBgn0039183,Dis3,3R,20159145,20162971
FBgn0029690,CG6414,X,3863031,3865381
FBgn0032287,CG6415,2L,10703621,10704935
FBgn0039184,CG6432,3R,20162644,20165919
FBgn0003187,qua,2L,17486806,17497203
FBgn0036972,CG6434,3L,20315477,20316309
FBgn0023179,amon,3R,22523418,22539881
FBgn0011581,Dms,3R,20167275,20169407
FBgn0263531,mir-4955,X,2438773,2438941
FBgn0029688,lva,X,3849578,3858787
FBgn0035663,CG6462,3L,6030211,6031170
FBgn0030933,CG6470,X,18406854,18408843
FBgn0034166,CG6472,2R,12767778,12772005
FBgn0035665,Jon65Aiii,3L,6043874,6044800
FBgn0032361,CG6488,2L,11496794,11499119
FBgn0034246,Dcr-2,2R,13462484,13469011
FBgn0028494,CG6424,2R,13590840,13606832
FBgn0031920,CG6441,2L,7474704,7476952
FBgn0062440,CG17680,2R,14034802,14035499
FBgn0001085,fz,3L,14267447,14361748
FBgn0262839,CG43203,3R,15179773,15180606
FBgn0053804,His1:CG33804,2L,21427041,21427938
FBgn0053806,His3:CG33806,2L,21430255,21430722
FBgn0038917,CG6678,3R,17712763,17732904
FBgn0039034,Or94b,3R,18815017,18816290
FBgn0053630,CG33630,3R,5888346,5889049
FBgn0027554,CG8042,3L,7965549,7968108
FBgn0032363,CG6509,2L,11508399,11517057
FBgn0053631,CG33631,3R,5889729,5890367
FBgn0001137,grk,2L,8431086,8433598
FBgn0034915,eIF6,2R,19736769,19737822
FBgn0031597,CG17612,2L,4380508,4382719
FBgn0053654,CG33654,3R,5408237,5408944
FBgn0000241,bw,2R,19415328,19426016
FBgn0061359,CG33671,2R,8521668,8523666
FBgn0003741,tra,3L,16583159,16584150
FBgn0028956,mthl3,2R,13336038,13340099
FBgn0053258,CG33258,3L,16075651,16076738
FBgn0053803,His3:CG33803,2L,21420129,21420596
FBgn0035097,CG13405,3L,73945,75266
FBgn0053840,His1:CG33840,2L,21496711,21497608
FBgn0015229,glec,3R,17676627,17681984
FBgn0011569,can,3L,10257007,10260211
FBgn0035669,CG6592,3L,6053046,6054478
FBgn0034691,synj,2R,17967663,17973272
FBgn0263532,mir-4962,X,3671415,3671538
FBgn0263533,mir-4973,2L,20562298,20562448
FBgn0263534,mir-4960,X,463936,464036
FBgn0024227,ial,2L,10856788,10858082
FBgn0037680,CG8121,3R,5160897,5162987
FBgn0000078,Amy-d,2R,13012267,13013887
FBgn0037610,CG8043,3R,4502639,4503955
FBgn0015583,Acp29AB,2L,8392466,8393239
FBgn0016660,H15,2L,5404342,5415928
FBgn0036687,CG6652,3L,17013440,17015956
FBgn0034172,CG6665,2R,12845007,12846436
FBgn0030664,CG8119,X,15556618,15557352
FBgn0004907,14-3-3zeta,2R,5987184,5997192
FBgn0036474,Or71a,3L,15070303,15071547
FBgn0035904,CG6776,3L,8511988,8513410
FBgn0027088,Aats-gly,3L,15088256,15090790
FBgn0032399,CG6785,2L,12041049,12045200
FBgn0053752,CG33752,2R,8433194,8433806
FBgn0053702,CG33702,3L,9505897,9506509
FBgn0053703,CG33703,3L,9505108,9505760
FBgn0067903,IM18,2R,19488437,19489296
FBgn0064116,CG33713,X,21188961,21190299
FBgn0044419,Pmi,3L,5773145,5777785
FBgn0032421,crok,2L,12172984,12174091
FBgn0037195,CG11226,3L,22830168,22831270
FBgn0030330,Tango10,X,11614268,11617887
FBgn0034002,CG8079,2R,11105886,11111329
FBgn0053884,His2B:CG33884,2L,21497922,21498476
FBgn0053897,His4:CG33897,2L,21463958,21464481
FBgn0030661,CG8105,X,15481766,15483399
FBgn0030298,Or10a,X,11309922,11311436
FBgn0002643,mam,2R,9878686,9947861
FBgn0011906,tRNA:L2:44EF,2R,4570720,4570802
FBgn0027597,CG17712,2L,1750687,1752116
FBgn0036923,CG17732,3L,19974785,19977291
FBgn0033756,CG17760,2R,8513338,8516124
FBgn0034876,wmd,2R,19432342,19435603
FBgn0037607,CG8036,3R,4493726,4499453
FBgn0038549,CG17802,3R,13628953,13630970
FBgn0053848,His3:CG33848,2L,21510018,21510485
FBgn0034010,CG8157,2R,11213338,11213888
FBgn0030869,Socs16D,X,17716230,17721388
FBgn0027575,GABA-B-R2,3R,17596055,17601562
FBgn0036058,CG6707,3L,9887915,9891693
FBgn0034013,unc-5,2R,11237659,11255807
FBgn0015320,UbcD2,2L,10765562,10768005
FBgn0004390,Gap1,3L,9832195,9848379
FBgn0034021,CG8180,2R,11359970,11370338
FBgn0053801,His1:CG33801,2L,21417078,21417975
FBgn0053807,His1:CG33807,2L,21432088,21432985
FBgn0053808,His2A:CG33808,2L,21433862,21434430
FBgn0053809,His3:CG33809,2L,21435299,21435766
FBgn0053810,His1:CG33810,2L,21437136,21438033
FBgn0053825,His1:CG33825,2L,21471384,21472281
FBgn0053830,His3:CG33830,2L,21479636,21480103
FBgn0011872,tRNA:G3:57BCb,2R,17070361,17070431
FBgn0053831,His1:CG33831,2L,21481470,21482367
FBgn0053832,His2A:CG33832,2L,21483244,21483812
FBgn0011868,tRNA:G3:55E,2R,14527231,14527301
FBgn0030880,CG6788,X,17782210,17783437
FBgn0029745,CG6789,X,5025931,5027022
FBgn0053873,His4:CG33873,2L,21524399,21524926
FBgn0028480,CG17841,X,10262084,10277264
FBgn0034011,CG8160,2R,11214638,11215770
FBgn0004580,Cbp53E,2R,12861465,12883566
FBgn0003867,tsl,3R,17603836,17608256
FBgn0037689,CG8135,3R,5230097,5233579
FBgn0023537,CG17896,X,384820,387527
FBgn0013750,Arf51F,2R,11209979,11212399
FBgn0037895,CG6723,3R,7241940,7244389
FBgn0031926,CG6739,2L,7608390,7616528
FBgn0026666,l(1)G0136,X,15628313,15629814
FBgn0037709,CG8199,3R,5381517,5383509
FBgn0000008,a,2R,18024494,18060346
FBgn0039056,cenB1A,3R,18944125,18949941
FBgn0032394,CG6746,2L,12001234,12002276
FBgn0032400,CG6770,2L,12045346,12046100
FBgn0037918,CG6791,3R,7411076,7415864
FBgn0036484,CG6859,3L,15137444,15139149
FBgn0004175,Mst84Dd,3R,3189017,3189495
FBgn0053977,CG33977,3R,9228281,9228771
FBgn0004885,tok,3R,20545419,20574855
FBgn0020399,Mst89B,3R,12092734,12094155
FBgn0053902,His2B:CG33902,2L,21452388,21452942
FBgn0053900,His2B:CG33900,2L,21457449,21458003
FBgn0053901,His4:CG33901,2L,21453835,21454362
FBgn0053903,His4:CG33903,2L,21439634,21440161
FBgn0053910,His2B:CG33910,2L,21418259,21418843
FBgn0066304,Rpp20,X,19638466,19639780
FBgn0000497,ds,2L,640021,714968
FBgn0053988,CG33988,2R,20586468,20624176
FBgn0028562,sut2,2R,3974921,3976802
FBgn0020506,Amyrel,2R,12538597,12540204
FBgn0028561,sut3,2R,3976981,3978802
FBgn0040778,CG17977,2R,3954114,3955157
FBgn0033349,CG8243,2R,4810293,4812851
FBgn0033344,CG8252,2R,4796935,4797854
FBgn0041156,exex,3L,7941291,7944667
FBgn0021825,Dmn,2R,4779345,4780844
FBgn0038902,CG6800,3R,17601860,17602935
FBgn0036257,RhoGAP68F,3L,12131973,12136482
FBgn0036843,CG6812,3L,19056272,19059249
FBgn0013756,Mtor,2R,7740124,7748364
FBgn0010383,Cyp18a1,X,18582570,18586778
FBgn0024236,foi,3L,8518344,8527084
FBgn0015321,UbcD4,3L,9691442,9693581
FBgn0000206,boss,3R,21787716,21792670
FBgn0036834,CG6836,3L,18943732,18948509
FBgn0014075,Ugt,3L,18865847,18871352
FBgn0263630,mir-3641,X,2065119,2065187
FBgn0040765,luna,2R,6870299,6994321
FBgn0035331,DmsR-1,3L,2322693,2345519
FBgn0046258,CG12880,3R,23511684,23518514
FBgn0013687,mt:ori,dmel_mitochondrion_genome,14917,19517
FBgn0052230,CG32230,3L,23332426,23334706
FBgn0010215,alpha-Cat,3L,23311774,23331205
FBgn0039537,CG5590,3R,23503297,23504738
FBgn0030162,CG1986,X,9803425,9805159
FBgn0035839,CG7550,3L,8116711,8117631
FBgn0025457,Bub3,3R,25499855,25501141
FBgn0034590,Magi,2R,17016968,17030067
FBgn0030157,CG1468,X,9772455,9773312
FBgn0030156,CG15247,X,9768525,9770705
FBgn0027085,Aats-leu,3L,4825858,4829039
FBgn0030928,CG15044,X,18385215,18386029
FBgn0025612,CG3062,X,4535300,4538901
FBgn0025615,torp4a,X,4542623,4543865
FBgn0022942,Cbp80,X,4544054,4552292
FBgn0003053,peb,X,4511602,4520256
FBgn0041150,hoe1,2L,4908745,4932296
FBgn0030558,CG1461,X,14155256,14158879
FBgn0031201,CG12446,X,22211123,22213771
FBgn0040775,CG12158,2R,5250076,5250411
FBgn0263536,mir-4974,2L,21263933,21264034
FBgn0262216,mir-974,X,19445711,19445811
FBgn0263595,CR43617,3R,12718132,12723583
FBgn0262291,mir-956,3L,11766831,11766978
FBgn0035481,CG12605,3L,3956841,3964771
FBgn0004880,scrt,3L,3983916,3988589
FBgn0003865,tsg,X,11882095,11882975
FBgn0263537,mir-4951,3R,17142438,17142587
FBgn0033957,CG12865,2R,10626224,10626793
FBgn0030761,CG9784,X,16490555,16492503
FBgn0031091,CG9576,X,20054386,20056763
FBgn0053496,CG33496,X,20080652,20081506
FBgn0053498,CG33498,X,20096211,20097053
FBgn0031098,CG17068,X,20119377,20122516
FBgn0011335,l(3)j2D3,3L,12109236,12111156
FBgn0032163,CG13125,2L,9922737,9924860
FBgn0036165,chrb,3L,11480660,11490429
FBgn0031097,obst-A,X,20110934,20114254
FBgn0063391,snoRNA:U14:30Eb,2L,9893946,9894026
FBgn0262456,mir-125,2L,18472315,18472424
FBgn0082940,snoRNA:Me28S-C3227a,2R,10509593,10509672
FBgn0082939,snoRNA:Me28S-C3227b,2R,10509835,10509914
FBgn0082926,snoRNA:Me28S-U1848,2R,10510075,10510154
FBgn0082950,snoRNA:Me18S-G1952,2R,10510307,10510382
FBgn0082952,snoRNA:Me18S-A1061,2R,10510547,10510622
FBgn0050104,CG30104,2R,13372502,13380680
FBgn0032167,CG5853,2L,9940769,9947442
FBgn0263538,mir-4965,X,16500141,16500227
FBgn0034943,Fmo-1,2R,19850498,19852175
FBgn0036349,SNCF,3L,13371685,13372299
FBgn0036003,CG14180,3L,9465970,9467604
FBgn0036350,CG14111,3L,13372392,13373480
FBgn0262282,mir-984,X,4262679,4262768
FBgn0262402,mir-311,2R,16471382,16471465
FBgn0028411,Nxt1,2R,19698844,19699496
FBgn0033043,Or42b,2R,1684700,1686017
FBgn0050151,CG30151,2R,16416009,16416969
FBgn0050110,CG30110,2R,13767812,13769719
FBgn0086784,stmA,2R,4617003,4621809
FBgn0086785,Vps36,3L,13504746,13506207
FBgn0001083,fw,X,11886948,11897943
FBgn0031157,CG1503,X,20975890,20977394
FBgn0030071,CG12661,X,8817256,8817651
FBgn0051661,CG31661,2L,1497254,1498435
FBgn0051632,sens-2,2L,6822317,6839005
FBgn0263539,mir-4978,2R,9893365,9893511
FBgn0031005,Hs3st-B,X,19143108,19146079
FBgn0033571,Rpb5,2R,6785747,6786563
FBgn0027586,CG5867,2L,13236493,13239296
FBgn0053847,His2A:CG33847,2L,21508583,21509151
FBgn0053927,CG33927,3R,515673,516330
FBgn0030297,Gr10b,X,11305945,11307223
FBgn0082941,snoRNA:Me28S-A992,2R,10510781,10510851
FBgn0082931,snoRNA:Me28S-G2703a,2R,10511022,10511112
FBgn0082930,snoRNA:Me28S-G2703b,2R,10511269,10511355
FBgn0082929,snoRNA:Me28S-G2703c,2R,10511512,10511596
FBgn0082922,snoRNA:Or-aca4,2R,13504261,13504422
FBgn0083054,snoRNA:Psi18S-1347a,2R,14030307,14030443
FBgn0083053,snoRNA:Psi18S-1347b,2R,14030505,14030647
FBgn0263631,mir-3645,X,5516313,5516449
FBgn0263541,mir-4986,3L,9726759,9726880
FBgn0031676,CG14040,2L,5052846,5054575
FBgn0016123,Aph-4,3R,26874654,26878268
FBgn0011916,tRNA:M2:48Bb,2R,7548068,7548140
FBgn0039270,PQBP1,3R,20891527,20892440
FBgn0036009,Or67a,3L,9523021,9524436
FBgn0034473,Or56a,2R,15656966,15658738
FBgn0011640,lark,3L,7332366,7334996
FBgn0024293,Spn43Ab,2R,3039170,3041188
FBgn0031085,CG9570,X,19945327,19946555
FBgn0263543,mir-4979,2R,19621556,19621664
FBgn0263544,mir-4949,3R,27044996,27045094
FBgn0051663,CG31663,2L,1858609,1880644
FBgn0040995,CG12508,2L,19969743,19969964
FBgn0039599,CG12558,3R,24616244,24617183
FBgn0031077,CG15618,X,19753776,19759557
FBgn0030431,CG4407,X,12795386,12797550
FBgn0053922,CG33922,2L,1343443,1344171
FBgn0038032,CG10096,3R,8216405,8221702
FBgn0029175,Ext2,2R,12033411,12037121
FBgn0053863,His3:CG33863,2L,21534636,21535103
FBgn0052652,CG32652,X,12305093,12306214
FBgn0031454,CG9960,2L,2758427,2759710
FBgn0037003,CG18281,3L,20492936,20494600
FBgn0263545,mir-4963,X,5684786,5684894
FBgn0263546,mir-4985,2R,20181754,20181854
FBgn0053865,His2A:CG33865,2L,21538245,21538813
FBgn0010423,TpnC47D,2R,7161540,7162796
FBgn0084001,CG41434,2L,22038032,22038970
FBgn0031041,CG12788,X,19510696,19512562
FBgn0034081,CG10731,2R,12033411,12037121
FBgn0038682,CG5835,3R,14974354,14979402
FBgn0053869,His4:CG33869,2L,21534085,21534610
FBgn0262300,mir-988,2R,8046377,8046475
FBgn0262461,mir-315,3L,18854071,18854154
FBgn0262369,mir-31b,X,8887338,8887464
FBgn0262455,mir-1,2L,20487441,20487531
FBgn0053870,His2B:CG33870,2L,21532638,21533192
FBgn0025455,CycT,3L,17545613,17550888
FBgn0053879,His4:CG33879,2L,21509467,21509992
FBgn0263547,mir-4944,3R,6338727,6338855
FBgn0034940,CG16787,2R,19843858,19844926
FBgn0263548,mir-4957,X,15213987,15214070
FBgn0031651,mRpL24,2L,4944256,4945343
FBgn0053893,His4:CG33893,2L,21474044,21474567
FBgn0053894,His2B:CG33894,2L,21472595,21473149
FBgn0053429,5SrRNA:CR33429,2R,15625591,15625725
FBgn0052783,CG32783,X,3839289,3842136
FBgn0035522,CG1273,3L,4263721,4277782
FBgn0038590,CG12320,3R,14077220,14078450
FBgn0024315,Picot,2R,12542820,12555183
FBgn0052631,CG32631,X,13450505,13451904
FBgn0040347,mus81,X,835090,837262
FBgn0053813,His1:CG33813,2L,21451177,21452074
FBgn0039965,CG13865,X,22415346,22417005
FBgn0040056,CG17698,3L,23731058,23742158
FBgn0040011,CG17494,2L,22471796,22478851
FBgn0259192,CG42296,2L,2032635,2035936
FBgn0051908,CG31908,2L,7024825,7027295
FBgn0031645,CG3036,2L,4892115,4903889
FBgn0040009,CG17490,2L,22430964,22441190
FBgn0052779,CG32779,X,3696590,3697786
FBgn0025790,TBPH,2R,19746590,19750135
FBgn0263632,mir-3642,3L,11622605,11622680
FBgn0053819,His1:CG33819,2L,21461298,21462195
FBgn0053817,His2A:CG33817,2L,21458012,21458580
FBgn0051617,His1:CG31617,2L,21421980,21422877
FBgn0013726,pnut,2R,4124774,4127835
FBgn0033247,Nup44A,2R,3875967,3878789
FBgn0038815,CG5466,3R,16443632,16446990
FBgn0001169,H,3R,16447665,16454637
FBgn0053820,His2A:CG33820,2L,21463072,21463640
FBgn0025360,Optix,2R,3919138,3930041
FBgn0053821,His3:CG33821,2L,21464507,21464974
FBgn0053822,His1:CG33822,2L,21466341,21467238
FBgn0010314,Cks30A,2L,9330767,9331981
FBgn0000056,Adhr,2L,14615555,14618902
FBgn0033757,muskelin,2R,8516472,8519883
FBgn0033749,achi,2R,8399035,8402556
FBgn0035625,Blimp-1,3L,5624083,5642049
FBgn0035145,MED14,3L,593246,599242
FBgn0001120,gnu,3L,14795480,14796457
FBgn0010660,Nup214,2R,18806459,18812255
FBgn0027914,Gen,3L,5142945,5145447
FBgn0029723,Proc-R,X,4601951,4623527
FBgn0261501,CG42649,2R,13486645,13487112
FBgn0010894,sinu,3L,5552570,5554697
FBgn0021761,Nup154,2L,11004823,11009878
FBgn0014870,Psi,2R,12750470,12755218
FBgn0034417,CG15117,2R,15009735,15016746
FBgn0261505,CR42653,2RHet,334447,335080
FBgn0027497,Madm,3R,1568214,1571789
FBgn0263396,sqd,3R,9460679,9472026
FBgn0250834,CG33308,2L,14802334,14803299
FBgn0035488,CG11593,3L,4037587,4040482
FBgn0263397,Ih,2R,10163809,10187349
FBgn0263510,nclb,2R,6763259,6764801
FBgn0261930,vnd,X,476732,491855
FBgn0263398,CG6364,3R,20115897,20119093
FBgn0037917,wkd,3R,7407301,7411027
FBgn0086610,CG33342,3R,20202587,20203427
FBgn0025686,CG11592,2L,287252,288919
FBgn0032076,CG9510,2L,8939780,8943264
FBgn0003346,RanGap,2L,19442041,19447322
FBgn0029976,snz,X,7806122,7811478
FBgn0263550,mir-4918,3R,4134153,4134207
FBgn0087005,rtp,3R,1061814,1063037
FBgn0004913,Gnf1,3R,732348,735803
FBgn0002566,lt,2L,22817519,22833492
FBgn0030077,CG15365,X,8948731,8962016
FBgn0263551,mir-4939,2R,18872734,18872842
FBgn0053792,CG33792,2R,8520179,8520959
FBgn0065058,snoRNA:684,3L,5756445,5756522
FBgn0037299,CG1115,3R,1051882,1053248
FBgn0263552,mir-4961,X,1267656,1267788
FBgn0031395,CG10874,2L,2189913,2192372
FBgn0038804,CG10877,3R,16388208,16389789
FBgn0037290,CG1124,3R,791169,794226
FBgn0033693,CG13175,2R,8070144,8073011
FBgn0263554,mir-4952,3R,18306535,18306660
FBgn0262543,CR43097,2L,19910648,19911811
FBgn0263511,Vsx1,X,5488306,5506266
FBgn0263512,Vsx2,X,5422960,5454216
FBgn0031268,cold,2L,574486,575734
FBgn0263555,mir-4943,2L,16528375,16528491
FBgn0015776,nrv1,2L,6778554,6786856
FBgn0263556,mir-4940,3L,9137693,9137797
FBgn0263558,mir-4980,2R,3673827,3673948
FBgn0038773,CG10887,3R,15940661,15942805
FBgn0000611,exd,X,15886520,15890040
FBgn0039582,Or98b,3R,24177964,24179224
FBgn0263559,mir-2535b,X,21169302,21169372
FBgn0263560,mir-4987,2L,10840345,10840476
FBgn0263561,mir-4984,2L,8141540,8141662
FBgn0263564,mir-4914,2L,2737568,2737661
FBgn0031548,CG8852,2L,3525133,3527588
FBgn0039877,CG2118,3R,27615967,27619667
FBgn0038761,CG17190,3R,15837498,15839226
FBgn0263565,mir-4950,3R,3277174,3277265
FBgn0038539,Atg8b,3R,13550146,13550766
FBgn0036761,MED19,3L,17836906,17839600
FBgn0263568,mir-4946,2L,18867046,18867161
FBgn0031681,pgant5,2L,5072156,5093590
FBgn0263569,mir-4968,3L,11545639,11545793
FBgn0020912,Ptx1,3R,26738610,26756404
FBgn0263570,mir-4941,3L,16024289,16024391
FBgn0263571,mir-4959,X,19063164,19063281
FBgn0065059,snoRNA:660,2R,16833475,16833570
FBgn0041720,snRNA:U2:34ABc,2L,13244370,13244561
FBgn0031536,Cog3,2L,3453697,3457058
FBgn0262566,CG43106,2R,21026184,21027064
FBgn0002922,nau,3R,19538536,19544079
FBgn0263572,mir-4981,2R,3902754,3902848
FBgn0263573,mir-4942,3L,23332328,23332437
FBgn0030529,Clic,X,13707475,13716357
FBgn0031455,snapin,2L,2758427,2759710
FBgn0035490,CG1136,3L,4046611,4059665
FBgn0262416,mir-31a,2R,13671300,13671391
FBgn0035300,CG1139,3L,1971662,1974285
FBgn0019686,lok,2L,20061477,20064381
FBgn0053770,CG33770,3L,22641772,22642387
FBgn0053771,CG33771,3L,22642496,22643088
FBgn0263633,mir-3644,3R,11018019,11018079
FBgn0037911,CG10898,3R,7383451,7385599
FBgn0082971,snoRNA:Psi28S-3316b,2R,17214387,17214527
FBgn0030662,CG9220,X,15480027,15484961
FBgn0034782,CG12490,2R,18722170,18724224
FBgn0033502,CG12910,2R,6154217,6156710
FBgn0263575,mir-4912,2L,4829980,4830039
FBgn0086450,su(r),X,9090839,9096770
FBgn0082987,snoRNA:Psi28S-2444,2R,15330632,15330761
FBgn0082972,snoRNA:Psi28S-3316a,2R,17214244,17214375
FBgn0082963,snoRNA:Psi28S-3378,2R,17217203,17217352
FBgn0082970,snoRNA:Psi28S-3316c,2R,17217632,17217764
FBgn0083018,snoRNA:Psi18S-841b,2R,17217781,17217918
FBgn0082969,snoRNA:Psi28S-3316d,2R,17217939,17218070
FBgn0263577,mir-4910,2L,4817816,4817881
FBgn0263579,mir-4947,3R,24834475,24834574
FBgn0036811,MED11,3L,18739002,18739718
FBgn0053758,CG33758,2R,5340914,5341560
FBgn0262332,mir-968,2L,13747748,13747839
FBgn0262327,mir-2281,3R,10222121,10222223
FBgn0038827,Fancd2,3R,16636525,16641923
FBgn0030721,CG12698,X,15900180,15902758
FBgn0067782,att-ORFB,3R,16378356,16380131
FBgn0061197,SIP2,2R,8190042,8193774
FBgn0027553,NELF-B,X,7620027,7622355
FBgn0035043,CG4781,2R,20528206,20529760
FBgn0053137,CG33137,2R,9062699,9063580
FBgn0032354,CG4788,2L,11179041,11180436
FBgn0003274,RpLP2,2R,12473599,12474237
FBgn0036249,CG11560,3L,12113163,12114288
FBgn0003742,tra2,2R,10489509,10491857
FBgn0065104,snmRNA:158,2L,5206205,5206361
FBgn0036713,Mip,3L,17338047,17342762
FBgn0040076,primo-2,3R,9535748,9537557
FBgn0036449,bmm,3L,14769596,14779523
FBgn0052600,dpr8,X,14216259,14356404
FBgn0033649,pyr,2R,7599767,7613850
FBgn0002906,mus309,3R,7562053,7567505
FBgn0040077,primo-1,3R,9535748,9537557
FBgn0030607,dob,X,14961036,14963124
FBgn0038700,CG3734,3R,15213581,15215599
FBgn0038701,CG18493,3R,15215994,15217854
FBgn0015949,hrg,2R,15551422,15557326
FBgn0014020,Rho1,2R,11990191,11994734
FBgn0020622,Pi3K21B,2L,297882,303955
FBgn0027866,CG9776,3R,153527,159727
FBgn0053551,tRNA:R:85Cb,3R,4688655,4688727
FBgn0036688,Fit2,3L,17017430,17020219
FBgn0040371,CG12470,X,201717,202975
FBgn0037751,topi,3R,5600843,5603665
FBgn0038535,alt,3R,13499903,13508234
FBgn0016684,NaPi-T,2R,10730216,10733379
FBgn0011860,tRNA:G3:22BCb,2L,2031692,2031762
FBgn0067312,CheB38a,2L,20817816,20818532
FBgn0036921,RhoGDI,3L,19921907,19926032
FBgn0052673,Rab9E,X,10555198,10555791
FBgn0034909,CG4797,2R,19699704,19705849
FBgn0036789,AlCR2,3L,18479602,18495657
FBgn0002962,nos,3R,14982962,14985924
FBgn0011984,tRNA:S7:23Ea,2L,3173003,3173084
FBgn0026713,l(1)G0007,X,14095405,14118761
FBgn0038810,Srp72,3R,16414437,16416762
FBgn0034519,CG18065,2R,16437838,16439591
FBgn0015037,Cyp4p1,2R,5127548,5129642
FBgn0033397,Cyp4p3,2R,5129846,5131915
FBgn0036198,crim,3L,11703607,11704472
FBgn0036581,MED10,3L,16225129,16225836
FBgn0037411,Osi3,3R,2041558,2043675
FBgn0027527,Osi6,3R,2060431,2062603
FBgn0037419,Osi12,3R,2104253,2108217
FBgn0040279,Osi14,3R,2124854,2126472
FBgn0004875,enc,3L,3818687,3841208
FBgn0024329,Mekk1,3R,14558755,14569280
FBgn0003862,trx,3R,10089080,10112623
FBgn0035471,Sc2,3L,3903511,3905033
FBgn0039676,ppk20,3R,25492536,25494599
FBgn0030540,CG11581,X,14070980,14071984
FBgn0037424,Osi15,3R,2127528,2129375
FBgn0023095,caps,3L,13221789,13272742
FBgn0041147,ida,3L,3905344,3907908
FBgn0015585,Acp63F,3L,3815923,3816354
FBgn0066293,CheB42b,2R,2830675,2831491
FBgn0039738,Mgat2,3R,25841227,25847980
FBgn0086372,lap,3R,3012719,3026631
FBgn0031802,ppk7,2L,6352324,6354331
FBgn0039350,jigr1,3R,21463549,21475972
FBgn0064117,CG33714,X,21188961,21190299
FBgn0065100,snmRNA:254,2L,21680670,21680700
FBgn0039089,beat-IV,3R,19383134,19405268
FBgn0010774,Aly,3R,2903618,2906126
FBgn0003279,RpL4,3R,23748515,23750644
FBgn0051721,Trim9,2L,10544881,10627374
FBgn0052831,CG33695,2L,11269727,11279847
FBgn0027841,CstF-64,3R,14485114,14486850
FBgn0051122,CG31122,3R,14232353,14238589
FBgn0030725,CG8958,X,15977265,15979792
FBgn0036783,CheA75a,3L,18245188,18245946
FBgn0053405,5SrRNA:CR33405,2R,15634448,15634581
FBgn0026239,gukh,3R,14809747,14848160
FBgn0028700,RfC38,2L,11128930,11130645
FBgn0263599,l(3)72Ab,3L,15953908,15960956
FBgn0039592,CG14062,3R,24467307,24468613
FBgn0051221,CG31221,3R,15238416,15286033
FBgn0010704,l(2)s5379,2L,2226523,2231096
FBgn0039642,CG11882,3R,24972738,24973894
FBgn0033555,RpS15Ab,2R,6709176,6709914
FBgn0037465,CG1105,3R,2889908,2892854
FBgn0053400,5SrRNA:CR33400,2R,15636279,15636413
FBgn0053402,5SrRNA:CR33402,2R,15635548,15635682
FBgn0065073,snoRNA:229,2R,18961352,18961491
FBgn0065088,snmRNA:641,3L,17661688,17661830
FBgn0010226,GstS1,2R,12980758,12984935
FBgn0053414,5SrRNA:CR33414,2R,15631134,15631268
FBgn0053409,5SrRNA:CR33409,2R,15632967,15633101
FBgn0037873,SdhC,3R,7034856,7035571
FBgn0263600,DNApol-delta,3L,15977416,15980911
FBgn0259162,RunxB,X,20404788,20437040
FBgn0011722,Tig,2L,6415257,6423308
FBgn0032369,CG6614,2L,11645133,11648839
FBgn0053410,5SrRNA:CR33410,2R,15632601,15632735
FBgn0002524,lace,2L,15499110,15505018
FBgn0053411,5SrRNA:CR33411,2R,15632225,15632359
FBgn0053412,5SrRNA:CR33412,2R,15631866,15632000
FBgn0037384,dgrn,3R,1650327,1652298
FBgn0051961,CG31961,2L,4186245,4187789
FBgn0034071,CG8405,2R,11935177,11946972
FBgn0053419,5SrRNA:CR33419,2R,15629273,15629407
FBgn0031195,CG17600,X,21917035,21943860
FBgn0053418,5SrRNA:CR33418,2R,15629642,15629776
FBgn0033541,CG12934,2R,6536388,6537250
FBgn0032864,CG2493,2L,20461585,20463449
FBgn0032858,CG10949,2L,20415171,20416918
FBgn0051683,CG31683,2L,20447734,20449973
FBgn0032859,Arc-p34,2L,20417061,20423034
FBgn0051437,CG31437,3R,21209438,21210307
FBgn0031650,CG14044,2L,4942748,4944305
FBgn0263601,mib1,3L,15999652,16004912
FBgn0036876,CG9451,3L,19491502,19493912
FBgn0039313,CG11892,3R,21107270,21108964
FBgn0031835,CG11319,2L,6568390,6601066
FBgn0262307,mir-990,2R,12782728,12782813
FBgn0034763,RYBP,2R,18558257,18560717
FBgn0262367,mir-13b-1,3R,11243130,11243197
FBgn0034289,CG10910,2R,13907754,13909911
FBgn0032699,CG10383,2L,18690902,18695422
FBgn0040227,eIF-3p66,3R,19505767,19508039
FBgn0262383,mir-284,3R,8377237,8377336
FBgn0046296,CG11534,3L,12125272,12126936
FBgn0262205,mir-932,2L,6902062,6902152
FBgn0262457,mir-1015,3R,20164954,20165017
